name,ogrn,status,region,okopf,okopf_id
"СПОРТИНТЕХ, ФОНД",1187700003864,Действующая,Москва,Фонды,70400
"СПОРТТЕХ, ФОНД",1187700002060,Действующая,Москва,Фонды,70400
"СПОРТФОНД, БФ",1187700017702,Действующая,Москва,Благотворительные фонды,70401
СПП,1037704048370,Действующая,Москва,Фонды,70400
"СПП, ФОНД",1027703025657,Действующая,Москва,Фонды,70400
"СППРБ, ФОНД",1187700014094,Действующая,Москва,Фонды,70400
"СПРАВЕДЛИВОСТЬ И ВОЗРОЖДЕНИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1177700011796,Действующая,Москва,Благотворительные фонды,70401
"СПРАВЕДЛИВОСТЬ И ПОРЯДОК, ФОНД ЗАЩИТЫ ИНТЕРЕСОВ ЛИЧНОСТИ",1107799009834,Действующая,Москва,Общественные фонды,70403
"СПРАВЕДЛИВОСТЬ, РОФ",1097799022529,Действующая,Москва,Общественные фонды,70403
"СПРАВЕДЛИВОСТЬ, ФОНД",1217700625141,Действующая,Москва,Фонды,70400
"СПРОС-КОНФОП, ФОНД",1037739342365,Действующая,Москва,Фонды,70400
"СПСС, ФОНД",1097799002014,Действующая,Москва,Благотворительные фонды,70401
"СПУТНИК 2000, НПФ",,Действующая,Москва,Фонды,70400
"СПУТНИК, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1137799006454,Действующая,Москва,Благотворительные фонды,70401
"СПУТНИК, НЕКОММЕРЧЕСКИЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОЦИАЛЬНОЙ ПОМОЩИ",1057749398684,Действующая,Москва,Благотворительные фонды,70401
"СПУТНИК, ФОНД",1137799007279,Действующая,Москва,Фонды,70400
"СРБИ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1057747102335,Действующая,Москва,Благотворительные фонды,70401
"СРВО, ФОНД",1187700016041,Действующая,Москва,Фонды,70400
"СРДОСРК, ФОНД",1097799029382,Действующая,Москва,Фонды,70400
"СРЕДА, ФОНД ЗАЩИТЫ ГОРОДСКОЙ ПРИРОДЫ",1197700014490,Действующая,Москва,Фонды,70400
"СРЕТЕНИЕ ГОСПОДНЕ, ФСКЦ",1027739448318,Действующая,Москва,Фонды,70400
"СРНР, ФОНД",1027739291139,Ликвидируется,Москва,Фонды,70400
"СРП, ФОНД",1057749185592,Действующая,Москва,Фонды,70400
"СРСЗС, РОФ",1047746007561,Действующая,Москва,Общественные фонды,70403
"СРСПО, ФОНД",1137799007268,Действующая,Москва,Фонды,70400
"ССПБ, ФОНД",1177700020387,Действующая,Москва,Фонды,70400
"ССТ, ФОНД",1197700016359,Действующая,Москва,Фонды,70400
"СТАБИЛЬНОСТЬ, НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ФОНД",1037739623261,Действующая,Москва,Фонды,70400
"РОМАНОВСКИЙ, ФОНД",1147799003660,Действующая,Москва,Фонды,70400
"СТАЛКЕР, ФГП",1147799007509,Действующая,Москва,Фонды,70400
"СТАЛЬНАЯ ВЕРА, БФ",1217700551870,Действующая,Москва,Благотворительные фонды,70401
"СТАНДАРТ, ФОНД",1227700314445,Действующая,Москва,Фонды,70400
"СТАНОВЛЕНИЕ РЕГБИ, БФ",1057746558792,Действующая,Москва,Благотворительные фонды,70401
"СТАНОВЛЕНИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1137799006531,Действующая,Москва,Благотворительные фонды,70401
"СТАНОВЛЕНИЕ, ФОНД",1177700008716,Действующая,Москва,Фонды,70400
"СТАНЬ ЧЕМПИОНОМ, ФОНД",1207700384550,Действующая,Москва,Фонды,70400
"СТАРАЯ МОСКВА, ФОНД",1037710052401,Действующая,Москва,Благотворительные фонды,70401
"СТАРАЯ РЯЗАНЬ, ФОНД",1097799009703,Действующая,Москва,Фонды,70400
"СТАРЛИНГ, ФОНД",1217700537120,Действующая,Москва,Фонды,70400
"СТАРОСТЬ В РАДОСТЬ, БФ",1117799022516,Действующая,Москва,Благотворительные фонды,70401
"СТАРТ, ФОНД ЦЕНТР ИЗУЧЕНИЯ РАЗВИТИЯ МАСТЕРСТВА",1047796058342,Действующая,Москва,Фонды,70400
"СТАРШИЕ, БФ",1187700019462,Действующая,Москва,Благотворительные фонды,70401
"СТАРЫЕ ГОДЫ, РОФ ПОДДЕРЖКИ ИСКУССТВА И КУЛЬТУРЫ",1057700008816,Действующая,Москва,Общественные фонды,70403
"СТАРЫЙ СВЕТ, ФОНД",1037739472000,Действующая,Москва,Благотворительные фонды,70401
"СТАТ. АП, ФОНД",1217700047421,Действующая,Москва,Фонды,70400
"СТАТУС, МО ФОНД",1037739678921,В состоянии банкротства,Москва,Общественные фонды,70403
СТЕЛЛА АРТ ФОНД,1077799008572,Действующая,Москва,Фонды,70400
"СТЕПАНА САРКИСЯНА, ФОНД",1217700172986,Действующая,Москва,Фонды,70400
"СТИЛЛ АРТ, ФОНД",1197700003445,Действующая,Москва,Фонды,70400
"СТИЛЬ ПОБЕДЫ, ФОНД КУЛЬТУРНОГО ПРОСВЕЩЕНИЯ",1117799011483,Действующая,Москва,Фонды,70400
"СТИМУЛ, БФ СОДЕЙСТВИЯ СПОРТУ, ОБРАЗОВАНИЮ И КУЛЬТУРЕ",1217700499015,Действующая,Москва,Благотворительные фонды,70401
"СТИМУЛ, ФОНД ПОДДЕРЖКИ КИНО",1067799023643,Действующая,Москва,Фонды,70400
"СТИМУЛИРОВАНИЯ И РАЗВИТИЯ ЭКОНОМИЧЕСКОГО РОСТА, ФОНД",1027700063258,Действующая,Москва,Фонды,70400
СТИПЕНДИАЛЬНЫЙ ФОНД РФК,1037739619610,Действующая,Москва,Фонды,70400
"ФОНД РАЗВИТИЯ ЖИЛИЩНОГО СТРОИТЕЛЬСТВА, НО",1027739232575,Действующая,Москва,Фонды,70400
"РАЗВИТИЯ ПЕЙНТБОЛА, ФОНД",1037700140862,Действующая,Москва,Фонды,70400
"СТМЭГИ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1027739269799,Действующая,Москва,Благотворительные фонды,70401
"СТО ЛЕТ СССР, ФОНД",1217700087461,Действующая,Москва,Фонды,70400
"СТОЙКОСТЬ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1027739289159,Действующая,Москва,Благотворительные фонды,70401
"СТОЛЕТИЕ, ФОНД",1127799017840,Действующая,Москва,Фонды,70400
"СТОЛИЦА МИЛОСЕРДИЯ, НО БФ",1147799002581,Действующая,Москва,Благотворительные фонды,70401
"СТОЛИЦА, РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД СОЦИАЛЬНОЙ ПОДДЕРЖКИ ИНВАЛИДОВ",1037739735505,Действующая,Москва,Общественные фонды,70403
"СТОЛИЦА, РОФ",1027746001304,Ликвидируется,Москва,Общественные фонды,70403
"СТОЛИЦА, РОФСПИИП",1107799032120,Действующая,Москва,Общественные фонды,70403
"СТОЛИЦА, ФОНД",1137799011998,Действующая,Москва,Общественные фонды,70403
"СТОЛИЦА, ФОНД",1037739153913,Действующая,Москва,Фонды,70400
"СТОЛИЦА, ФОНД",1117799012484,Действующая,Москва,Общественные фонды,70403
"СТОЛИЧНАЯ ЭКОЛОГИЯ, ФОНД",1177700010620,Действующая,Москва,Фонды,70400
"СТОЛИЧНОЕ ОБРАЗОВАНИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1187700017450,Действующая,Москва,Благотворительные фонды,70401
"СТОЛИЧНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОЦИАЛЬНЫХ ПРОЕКТОВ, НФ",1077799009122,Действующая,Москва,Благотворительные фонды,70401
СТОЛИЧНЫЙ ФОНД ЖКХ,1157700000039,Действующая,Москва,Фонды,70400
"СОЦИАЛЬНО-ЭКОНОМИЧЕСКОЕ ПАРТНЕРСТВО, РОФ",1027746000380,Действующая,Москва,Общественные фонды,70403
"СТОП СПИД, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1077799017878,Действующая,Москва,Благотворительные фонды,70401
"СТРАНА ГЛУХИХ, ФОНД",1077799009936,Действующая,Москва,Фонды,70400
"СТРАНА ДЕТСТВА, РБОФ",1037739686654,Действующая,Москва,Благотворительные фонды,70401
"СТРАНА ДЛЯ ВСЕХ, БФ",1227700390301,Действующая,Москва,Благотворительные фонды,70401
"СТРАНА ЖИВЫХ, БФ",1027700471040,Действующая,Москва,Благотворительные фонды,70401
"СТРАНА ТАЛАНТОВ, ФОНД",1137799020810,Действующая,Москва,Благотворительные фонды,70401
"СТРАНА ФУТБОЛА, ФОНД",1187700020463,Действующая,Москва,Фонды,70400
"СТРАНА ЧУДЕС, БФ",1135000005690,Действующая,Москва,Благотворительные фонды,70401
"СТРАНА-ДВАДЦАТЬ ПЕРВЫЙ ВЕК, ФОНД",1027739768220,Действующая,Москва,Общественные фонды,70403
"СТРАНА-ДЕТЯМ, БФ",1127799002055,Действующая,Москва,Благотворительные фонды,70401
"СТРАТЕГИИ РАЗВИТИЯ, ФОНД ПОДДЕРЖКИ ИННОВАЦИОННЫХ ПРОЕКТОВ",1117799012760,Действующая,Москва,Фонды,70400
"СТРАТЕГИЧЕСКИХ ИНИЦИАТИВ, ФОНД",1175000003090,Действующая,Москва,Фонды,70400
"СТРАТЕГИЧЕСКОГО РАЗВИТИЯ, ФОНД",1057746609766,Действующая,Москва,Фонды,70400
"СТРАТЕГИЯ ПАРТНЕРСТВА, БФ",1167700062023,Действующая,Москва,Благотворительные фонды,70401
"СТРАТЕГИЯ РОСТА, ФСРГП",1177700023775,Действующая,Москва,Фонды,70400
"СТРАТЕГИЯ, ФОНД",1177700001148,Действующая,Москва,Фонды,70400
"СТРАТЕГИЯ, ФОНД",1057749367543,Действующая,Москва,Фонды,70400
"СТРАТЕГИЯ, ФППП",1177700023643,Действующая,Москва,Фонды,70400
"СТРАХОВЫХ ИССЛЕДОВАНИЙ (INSURANCE RESEARCH FOND) (НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ), ФОНД",1037739468942,Действующая,Москва,Фонды,70400
"СТРЕЛЬНИКА, БФ ИМ.",1127799009931,Действующая,Москва,Благотворительные фонды,70401
"СТРЕМЛЕНИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1157700003867,Действующая,Москва,Благотворительные фонды,70401
"СТРЕМЛЕНИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1117799008910,Действующая,Москва,Благотворительные фонды,70401
"СТРЕМЛЕНИЕ, БФ",1127799007775,Действующая,Москва,Благотворительные фонды,70401
"СТРЕМЛЕНИЕ, МФ",1107799035343,Действующая,Москва,Фонды,70400
"СТРЕМЛЕНИЕ, ФОНД",1037739651751,Действующая,Москва,Фонды,70400
"СТРИЖИ, ФОНД СОЦИАЛЬНОЙ ПОДДЕРЖКИ ВОЕННОСЛУЖАЩИХ ВОЕННО-ВОЗДУШНЫХ СИЛ",1097799033166,Действующая,Москва,Фонды,70400
"СТРОГАНОВСКИЙ ФОНД, ФОНД",1107799012342,Действующая,Москва,Фонды,70400
"СТРОИМ ДЕТЯМ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1137799015738,Действующая,Москва,Благотворительные фонды,70401
"СТРОИМ МОНАСТЫРЬ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1187700009232,Действующая,Москва,Благотворительные фонды,70401
"СТРОИТЕЛЬСТВА ХРАМА ПРЕОБРАЖЕНИЯ, ФОНД",1177700003216,Действующая,Москва,Фонды,70400
РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД РАЗВИТИЯ ДЖАЗОВОГО ИСКУССТВА ГЕОРГИЯ ГАРАНЯНА,1087799025599,Действующая,Москва,Общественные фонды,70403
"СТРОИТЕЛЬСТВА ПАМЯТНОГО ПРАВОСЛАВНОГО ХРАМА, НОБФ",1037739548439,Действующая,Москва,Благотворительные фонды,70401
"СТРОИТЕЛЬСТВА ПОКРОВСКОГО ХРАМА, ФОНД",1047796165911,Действующая,Москва,Фонды,70400
"СТРОИТЕЛЬСТВА ХРАМА В ЧЕСТЬ СВЯТОГО БЛАГОВЕРНОГО КНЯЗЯ АЛЕКСАНДРА НЕВСКОГО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1187700013258,Действующая,Москва,Благотворительные фонды,70401
"СТРОИТЕЛЬСТВО ГОРОДОВ, ФОНД",1117799005521,Действующая,Москва,Фонды,70400
"ТВОРЧЕСКАЯ МАСТЕРСКАЯ АВТОР, НОФ",1037700033249,Действующая,Москва,Фонды,70400
"ПОДДЕРЖКИ ЭЛЕКТРОТЕАТРА СТАНИСЛАВСКИЙ, ФОНД",1137799016057,Действующая,Москва,Фонды,70400
"ФОНД СОДЕЙСТВИЯ ПРОСЛАВЛЕНИЮ ИМЕНИ ПРОТОИЕРЕЯ ВАЛЕНТИНА НИКОЛАЕВИЧА АМФИТЕАТРОВА, ФОНД",1027714027021,Действующая,Москва,Фонды,70400
"СТРОЙЦЕНТР, МООФ",1037739338889,Действующая,Москва,Общественные фонды,70403
"СТРОЙЭНЕРГОИНВЕСТ, ФОНД",1067746471902,Действующая,Москва,Фонды,70400
"СТУДИЯ СТАР-Т, ФПК",1037739186484,Действующая,Москва,Фонды,70400
СТУДМОЛОДЕЖЬ,1167700056171,Действующая,Москва,Фонды,70400
"СТУПЕНИ РАДОСТИ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147799009600,Ликвидируется,Москва,Благотворительные фонды,70401
"СТУПЕНИ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1127799015046,Действующая,Москва,Благотворительные фонды,70401
"СТУПЕНИ, БФ",1217700212300,Действующая,Москва,Благотворительные фонды,70401
"СТУПЕНЬ К ТРИУМФУ, БФК",1197700018185,Действующая,Москва,Благотворительные фонды,70401
"ФОНД ПРОДОВОЛЬСТВИЯ РУСЬ, БФ",1127799022658,Действующая,Москва,Благотворительные фонды,70401
"СОДЕЙСТВИЯ УПРАВЛЕНИЮ ВНУТРЕННИХ ДЕЛ ЦЕНТРАЛЬНОГО АДМИНИСТРАТИВНОГО ОКРУГА Г. МОСКВЫ В БОРЬБЕ ЗА ПРАВОПОРЯДОК (НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ), ФОНД",1027739200829,Действующая,Москва,Общественные фонды,70403
"СУДЬБА БЫТИЯ, ФОНД",1187700019561,Действующая,Москва,Фонды,70400
"СУДЬБА РЕБЕНКА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1127799000768,Действующая,Москва,Благотворительные фонды,70401
"СУНДАРИ, БФ",1127799007280,Действующая,Москва,Благотворительные фонды,70401
"СУП ОБЩЕСТВО, ЗАКОН И ПОРЯДОК, РОФ",1147799009324,Действующая,Москва,Общественные фонды,70403
"СУПЕР СОБАКА, БФ",1197700017184,Действующая,Москва,Благотворительные фонды,70401
"СУРА, НО ПФ",1037739502074,Действующая,Москва,Фонды,70400
"СУЭК-РЕГИОНАМ, ФОНД",1067799031156,Действующая,Москва,Фонды,70400
"СФВ, БФ",1157700003240,Действующая,Москва,Благотворительные фонды,70401
СФВО,1157700015373,Действующая,Москва,Фонды,70400
"СФЕРА ЖИЗНИ, ФОНД",1177700021245,Действующая,Москва,Фонды,70400
"СФЕРА СПОРТА, ФОНД",1167700067523,Действующая,Москва,Фонды,70400
"СФЕРА, ФОНД",1217700288992,Действующая,Москва,Фонды,70400
"СФЕРЕ РАЗВИТИЯ И ПОДДЕРЖКИ ПАРИКМАХЕРСКОГО ИСКУССТВА, ФОНД В",1127799024451,Действующая,Москва,Фонды,70400
"СФО МОС МСП 1, ФОНД",1187700016327,Действующая,Москва,Фонды,70400
"СФСИЭ ЦСПП, ФОНД",1077799011641,Действующая,Москва,Фонды,70400
СФЦК РОССИЙСКОГО ФОНДА КУЛЬТУРЫ,1177700012137,Действующая,Москва,Фонды,70400
СФЦК СЕЧЕНОВСКОГО УНИВЕРСИТЕТА,1227700332837,Действующая,Москва,Фонды,70400
"СХ ПРИЮТ НОВАЯ ЖИЗНЬ, БФ",1177700010180,Действующая,Москва,Благотворительные фонды,70401
"СЦ КОНТСТАНД, НТФ",1027700162049,Действующая,Москва,Фонды,70400
"СЦЕНА, ФОНД",1137799017564,Действующая,Москва,Фонды,70400
"СЦЕНАРНАЯ БИРЖА, ФОНД",1197700017602,Действующая,Москва,Фонды,70400
"СЧАСТЛИВАЯ СЕМЬЯ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1127799011317,Действующая,Москва,Благотворительные фонды,70401
"СЧАСТЛИВАЯ УЛЫБКА, БФ",1137799009919,Действующая,Москва,Благотворительные фонды,70401
"СЧАСТЛИВОЕ ДЕТСТВО, БФ",1137799013109,Действующая,Москва,Благотворительные фонды,70401
"СЧАСТЛИВОЕ ДЕТСТВО, БФ",1137799022173,Действующая,Москва,Благотворительные фонды,70401
"СЧАСТЛИВЫ ВМЕСТЕ, БФ",1137799017894,Действующая,Москва,Благотворительные фонды,70401
"СЧАСТЛИВЫЕ МАМЫ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700003192,Действующая,Москва,Благотворительные фонды,70401
"СЧАСТЛИВЫЙ ДОМ, ФОНД",1157700005044,Действующая,Москва,Фонды,70400
"СЧАСТЛИВЫЙ ДРУГ, ФОНД",1217700173712,Действующая,Москва,Фонды,70400
"СЧАСТЛИВЫЙ МИР, НКО БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1057748765909,Действующая,Москва,Благотворительные фонды,70401
"СЧАСТЬЕ ДЕТЯМ, БФ",1117799022538,Действующая,Москва,Благотворительные фонды,70401
"СЧАСТЬЕ ЖИЗНИ, БФ",1167700054060,Действующая,Москва,Благотворительные фонды,70401
"СЧАСТЬЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147799016397,Действующая,Москва,Благотворительные фонды,70401
"СЭИП, ФОНД",1027739047005,Действующая,Москва,Фонды,70400
"СЭЙТАЙ, РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД СОДЕЙСТВИЯ СОВЕРШЕНСТВОВАНИЮ ЭКОЛОГИИ ЧЕЛОВЕКА ПО МЕТОДУ",1027700101681,Действующая,Москва,Общественные фонды,70403
"СЭНС, ФОНД ВОПЛОЩЕНИЯ ОТЕЧЕСТВЕННЫХ КИНОПРОЕКТОВ",1037789016517,Действующая,Москва,Фонды,70400
"СЭП ВЕТЕРАНОВ СЕВЕРА, ФОНД",1027739085142,Действующая,Москва,Фонды,70400
СЭР-ФОНД,1037739715628,Действующая,Москва,Фонды,70400
"СЭРА, ФОНД",1177700009530,Действующая,Москва,Фонды,70400
"СЮНИК, ФОНД ПОДДЕРЖКИ И РАЗВИТИЯ РУССКО-АРМЯНСКИХ ОТНОШЕНИЙ",1047796891471,Действующая,Москва,Фонды,70400
"Т ФОНД, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1175000001571,Действующая,Москва,Благотворительные фонды,70401
"Т-РЕКС, ФОНД",1137799006344,Действующая,Москва,Фонды,70400
"ТАВОЛГА, ФОНД",1187700006427,Действующая,Москва,Фонды,70400
"ТАВРИДА, ФОНД",1157700001304,Действующая,Москва,Фонды,70400
"ТАВРИДА, ФОНД РАЗВИТИЯ КРЫМА",1157700015483,Действующая,Москва,Фонды,70400
"ТАВРИЧЕСКИЙ КРАЙ, ФОНД",1177700002919,Действующая,Москва,Фонды,70400
"ТАГАНКА, ФОНД",,Действующая,Москва,Фонды,70400
"ТАДЖИКИСТАН, ФОНД",1037700193145,Действующая,Москва,Общественные фонды,70403
"ТАЙНИЦКИЙ САД, ФОНД",1167700068953,Действующая,Москва,Фонды,70400
"ТАЛАНТ ПРЕОДОЛЕНИЯ, ФОНД",1147799013691,Действующая,Москва,Фонды,70400
"ТАЛАНТ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1037708009162,Действующая,Москва,Благотворительные фонды,70401
"ТАЛАНТЫ МИРА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1027719017150,Действующая,Москва,Благотворительные фонды,70401
"ТАЛАНТЫ ОТЕЧЕСТВА, БФ",1157700013470,Действующая,Москва,Благотворительные фонды,70401
"ТАЛАНТЫ ОТЕЧЕСТВА, ФОНД СОДЕЙСТВИЯ РАЗВИТИЮ МУЗЫКАЛЬНОГО И ЛИТЕРАТУРНОГО ТВОРЧЕСТВА",1097799005204,Действующая,Москва,Фонды,70400
"ТАЛАНТЫ РУССКОЙ ИНИЦИАТИВЫ, ФОНД",1217700385682,Действующая,Москва,Фонды,70400
"ТАЛАНТЫ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1217700636230,Действующая,Москва,Благотворительные фонды,70401
"ТАТЬЯНА, БФ АСП",1027739651610,Действующая,Москва,Благотворительные фонды,70401
"ТАТЬЯНЫ ЯСТРЖЕМБСКОЙ, ФОНД",1137799014924,Действующая,Москва,Фонды,70400
"ТВАРДОВСКОГО, 2, БРОФ СОЦИАЛЬНЫХ ПРОГРАММ",1027739467172,Действующая,Москва,Благотворительные фонды,70401
"ТВЕРДИСЛОВ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1057746584983,Действующая,Москва,Благотворительные фонды,70401
"ФОНД КРЕДИТНЫХ СОЮЗОВ, НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ",1037739427000,Действующая,Москва,Общественные фонды,70403
"ТВОЁ НАСЛЕДИЕ, МБФ",1177700014810,Действующая,Москва,Благотворительные фонды,70401
"ТВОЕ РЕШЕНИЕ, БФ",1187700006823,Действующая,Москва,Благотворительные фонды,70401
"ТВОЙ АНГЕЛ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1077799033883,Действующая,Москва,Благотворительные фонды,70401
ТВОЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД,1127799021790,Действующая,Москва,Благотворительные фонды,70401
"ТВОЙ КОНТИНЕНТ, БФ",1167700052728,Действующая,Москва,Благотворительные фонды,70401
"ТВОЙ СЛЕД НА ПЛАНЕТЕ ЗЕМЛЯ, ФОНД",1147799015693,Действующая,Москва,Фонды,70400
"ТВОЙ СТРОЙ, ФОНД",1067746478458,Действующая,Москва,Фонды,70400
"ТВОЙ ШАГ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1227700031020,Действующая,Москва,Благотворительные фонды,70401
"ТВОРИ ДОБРО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1177700023203,Действующая,Москва,Благотворительные фонды,70401
"ТВОРИ ДОБРО, БФ ИМ. СВЯТЫХ МУЧЕНИКОВ АДРИАНА И НАТАЛИИ",1217700294228,Действующая,Москва,Благотворительные фонды,70401
"ТВОРИ ЧУДЕСА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1167700061650,Ликвидируется,Москва,Благотворительные фонды,70401
"ТВОРИ!, ФОНД",1147799008378,Действующая,Москва,Фонды,70400
"ТВОРИМ ВМЕСТЕ, БФ",1207700123180,Действующая,Москва,Благотворительные фонды,70401
"ТВОРИМ ДОБРО, БФ",1167700059768,Действующая,Москва,Благотворительные фонды,70401
"ТВОРЧЕСКАЯ ИНИЦИАТИВА, ФОНД",1187700010090,Действующая,Москва,Фонды,70400
"ТВОРЧЕСКАЯ ЦИВИЛИЗАЦИЯ, ФГП",1097799022485,Действующая,Москва,Фонды,70400
"ТВОРЧЕСКИЕ ДЕТИ МИРА, ФОНД",1147799001558,Действующая,Москва,Фонды,70400
ТВОРЧЕСКИЙ ФОНД СЕРГЕЯ АНЦИБАШЕВА (НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ),1037709091353,Действующая,Москва,Фонды,70400
"ТВОРЧЕСКОЕ ОБЪЕДИНЕНИЕ КРУГ, БФ",1147799013889,Действующая,Москва,Благотворительные фонды,70401
"ТВОРЧЕСКОЙ МОЛОДЕЖИ, ФОНД",1037700243778,Действующая,Москва,Фонды,70400
"ТВОРЧЕСТВО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1027700161840,Действующая,Москва,Благотворительные фонды,70401
"ТВОРЧЕСТВО, КФ",1137799003495,Действующая,Москва,Фонды,70400
"ТВОЯ ДУША, БФ",1227700084810,Действующая,Москва,Благотворительные фонды,70401
"ТВОЯ ИСТОРИЯ, ФОНД",1177700006769,Действующая,Москва,Фонды,70400
"ТВОЯ НАДЕЖДА, БФ",1177700009002,Ликвидируется,Москва,Благотворительные фонды,70401
ТДФ,1037739041086,Действующая,Москва,Благотворительные фонды,70401
"ТЕ, КТО РЯДОМ, БФ",1187700021475,Действующая,Москва,Благотворительные фонды,70401
"ТЕАТР И ДЕТИ, НО ФОНД",1047796225168,Действующая,Москва,Фонды,70400
"ТЕАТР ПЕСНИ РЕНАТА ИБРАГИМОВА, ННФ",1027739818028,Действующая,Москва,Фонды,70400
"ТЕАТРАЛЬНОЕ ДЕЛО, НБФ ТЕРЕЗЫ ДУРОВОЙ",1117799017775,Действующая,Москва,Благотворительные фонды,70401
"ТЕАТРАЛЬНОЕ ИСКУССТВО, БФ",1137799018169,Действующая,Москва,Благотворительные фонды,70401
"ТЕАТРАЛЬНОЕ ТОВАРИЩЕСТВО 814, РОФ",1037739669296,Действующая,Москва,Общественные фонды,70403
"ТЕАФОНД ЕТС, НО",1037739890803,Действующая,Москва,Общественные фонды,70403
"ТЕОЭСТЕТИКА, ФОНД",1207700304481,Действующая,Москва,Фонды,70400
"ТЕПЛО ДУШИ, ФОНД",1207700155365,Действующая,Москва,Фонды,70400
"ТЕПЛО НАДЕЖДЫ, БФ",1137799010590,Действующая,Москва,Благотворительные фонды,70401
"ТЕПЛО НАШИХ СЕРДЕЦ, БФ",1177700004305,Действующая,Москва,Благотворительные фонды,70401
"ТЕПЛО СЕРДЕЦ, БФ",1077799007087,Действующая,Москва,Благотворительные фонды,70401
"ТЕПЛО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1207700071798,Действующая,Москва,Благотворительные фонды,70401
"ТЕПЛОЕ ТЕЧЕНИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1157700015219,Действующая,Москва,Благотворительные фонды,70401
"ТЕПЛОЭНЕРГОСБЕРЕЖЕНИЯ, ФОНД",1027700283500,Действующая,Москва,Фонды,70400
"ТЕПЛЫЙ ДОМ, БФ",1117799015641,Действующая,Москва,Благотворительные фонды,70401
"ТЕПЛЫЙ ДОМ, БФ",1137799015628,Действующая,Москва,Благотворительные фонды,70401
"ТЕПЛЫЙ СТАН, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1027739787976,Действующая,Москва,Благотворительные фонды,70401
"ТЕРАПЕВТИЧЕСКАЯ ЭВРИТМИЯ, ФОНД",1037739927829,Действующая,Москва,Фонды,70400
"ТЕРЕВИНФ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1027739856418,Действующая,Москва,Благотворительные фонды,70401
"ТЕРЕЗА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1037739728620,Действующая,Москва,Благотворительные фонды,70401
"ТЕРЕШКОВОЙ, ФОНД",1027700124374,Действующая,Москва,Благотворительные фонды,70401
"ТЕРПЕНИЕ, БФ",1197700007581,Действующая,Москва,Благотворительные фонды,70401
"ТЕРРА (ЗЕМЛЯ), БФ",1197700016403,Действующая,Москва,Благотворительные фонды,70401
"Терра, Фонд",1027739498005,Действующая,Москва,Фонды,70400
"ТЕРРИТОРИЯ ЗАКОНА, ФОНД СОДЕЙСТВИЯ ПРАВОПОРЯДКУ",1037739600315,Действующая,Москва,Фонды,70400
