ogrn,website,bin_robots,bin_sitemap,bin_fb,bin_vk,bin_ig,bin_ok,bin_youtube,bin_tiktok,bin_donation,wcag_score,mean_page_speed,bin_title,bin_headings,bin_mob_friendly,bin_ssl,bin_socnet
1026900000522,proflive69.ru,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.9466666666666668,1.0,0.0,0.0,0.0,0.16666666666666666
1020300000478,elprof03.ru,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5897435897435898,0.5233333333333333,1.0,0.0,1.0,0.0,0.0
1025600001680,orenelprof56.ru,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7346938775510204,0.6266666666666666,1.0,1.0,1.0,0.0,0.0
1027739480130,www.elprof.ru,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6935483870967742,0.65,1.0,0.0,0.0,1.0,0.6666666666666666
1023100003134,belelprof.ru,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.896551724137931,0.9533333333333333,1.0,1.0,0.0,0.0,0.0
1027400005819,chelelprof.ru,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6233333333333333,1.0,1.0,,0.0,0.16666666666666666
1025200014070,nosh-nn.ru,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.5,1.0,0.0,,0.0,0.0
1024100002101,kamko-vep.ru,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7796610169491526,0.66,1.0,1.0,0.0,1.0,0.3333333333333333
1026500003023,sakhvep.ru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6551724137931034,0.9466666666666668,1.0,1.0,1.0,0.0,0.0
1036303380035,samelprof.ru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5918367346938775,0.9966666666666668,1.0,1.0,1.0,1.0,0.0
1022600003249,enotis.ru,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8115942028985508,0.8733333333333334,1.0,1.0,,0.0,0.6666666666666666
1027400001419,gmpr74.ru,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7796610169491526,0.8866666666666667,1.0,1.0,,1.0,0.3333333333333333
1027400004653,obcomsvyazi74.ru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.8433333333333334,1.0,0.0,1.0,0.0,0.0
1037739479491,rusecocentre.ru,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9166666666666666,0.2266666666666666,1.0,0.0,,1.0,0.6666666666666666
1024100000055,profkam.ru,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5517241379310345,0.95,1.0,1.0,0.0,0.0,0.0
1027800011788,afganvet.ru,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6551724137931034,1.0,1.0,1.0,,0.0,0.0
1027739906435,socgum-zhurnal.ru,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.84,0.0,1.0,1.0,0.0,0.0
1032335007561,www.anapa.spartak-yug.ru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5918367346938775,1.0,1.0,1.0,,0.0,0.0
1036100001431,donvog.ru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.9966666666666668,1.0,1.0,,0.0,0.0
1027700289100,rogwu.ru,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5972222222222222,0.3866666666666667,1.0,0.0,,1.0,0.8333333333333334
1027739446943,unioncomposers.ru,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9230769230769232,0.3966666666666666,1.0,1.0,0.0,1.0,0.6666666666666666
1026100006327,rostovcomposers.ru,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59375,0.8833333333333333,1.0,1.0,,0.0,0.16666666666666666
1028900001140,oppo-gdu.ru,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9491525423728814,0.6699999999999999,1.0,0.0,1.0,1.0,0.6666666666666666
