id,title,score,numericValue,numericUnit,website
interactive,Time to Interactive,1.0,654.0,millisecond,http://ped-paralleli.ru
largest-contentful-paint,Largest Contentful Paint,0.72,1760.0,millisecond,http://ped-paralleli.ru
first-contentful-paint,First Contentful Paint,0.99,595.0,millisecond,http://ped-paralleli.ru
interactive,Time to Interactive,1.0,755.0,millisecond,http://rsppenergy.ru
largest-contentful-paint,Largest Contentful Paint,0.95,975.0,millisecond,http://rsppenergy.ru
first-contentful-paint,First Contentful Paint,0.96,752.0,millisecond,http://rsppenergy.ru
interactive,Time to Interactive,1.0,335.0,millisecond,http://udtk.ru
largest-contentful-paint,Largest Contentful Paint,0.98,825.0,millisecond,http://udtk.ru
first-contentful-paint,First Contentful Paint,1.0,335.0,millisecond,http://udtk.ru
interactive,Time to Interactive,0.96,2007.0,millisecond,http://volley-ural.ru
largest-contentful-paint,Largest Contentful Paint,0.24,3520.0,millisecond,http://volley-ural.ru
first-contentful-paint,First Contentful Paint,0.83,1077.0,millisecond,http://volley-ural.ru
interactive,Time to Interactive,1.0,777.0,millisecond,http://svf66.ru
largest-contentful-paint,Largest Contentful Paint,0.97,880.0,millisecond,http://svf66.ru
first-contentful-paint,First Contentful Paint,0.96,777.0,millisecond,http://svf66.ru
interactive,Time to Interactive,1.0,1097.0,millisecond,http://frpko.ru
largest-contentful-paint,Largest Contentful Paint,0.34,3010.0,millisecond,http://frpko.ru
first-contentful-paint,First Contentful Paint,1.0,505.0,millisecond,http://frpko.ru
interactive,Time to Interactive,1.0,1056.0,millisecond,http://tos-cherebaevo.ru
largest-contentful-paint,Largest Contentful Paint,0.73,1725.0,millisecond,http://tos-cherebaevo.ru
first-contentful-paint,First Contentful Paint,0.84,1056.0,millisecond,http://tos-cherebaevo.ru
interactive,Time to Interactive,0.55,4257.0,millisecond,http://mgeorg.ru
largest-contentful-paint,Largest Contentful Paint,0.15,4220.0,millisecond,http://mgeorg.ru
first-contentful-paint,First Contentful Paint,0.62,1415.0,millisecond,http://mgeorg.ru
interactive,Time to Interactive,0.99,1349.0,millisecond,http://opora-orel.ru
largest-contentful-paint,Largest Contentful Paint,0.95,960.0,millisecond,http://opora-orel.ru
first-contentful-paint,First Contentful Paint,0.96,770.0,millisecond,http://opora-orel.ru
interactive,Time to Interactive,1.0,963.5,millisecond,http://spirt-express.ru
largest-contentful-paint,Largest Contentful Paint,0.95,963.5,millisecond,http://spirt-express.ru
first-contentful-paint,First Contentful Paint,0.89,954.0,millisecond,http://spirt-express.ru
interactive,Time to Interactive,1.0,1135.0,millisecond,http://spr35.ru
largest-contentful-paint,Largest Contentful Paint,0.62,2045.0,millisecond,http://spr35.ru
first-contentful-paint,First Contentful Paint,0.79,1135.0,millisecond,http://spr35.ru
interactive,Time to Interactive,1.0,1121.0,millisecond,http://vzaimodeystvie33.ru
largest-contentful-paint,Largest Contentful Paint,0.54,2277.5,millisecond,http://vzaimodeystvie33.ru
first-contentful-paint,First Contentful Paint,0.8,1121.0,millisecond,http://vzaimodeystvie33.ru
interactive,Time to Interactive,1.0,420.0,millisecond,http://multinationalrussia.ru
largest-contentful-paint,Largest Contentful Paint,1.0,420.0,millisecond,http://multinationalrussia.ru
first-contentful-paint,First Contentful Paint,1.0,420.0,millisecond,http://multinationalrussia.ru
interactive,Time to Interactive,1.0,300.0,millisecond,http://www.gosclub.ru
largest-contentful-paint,Largest Contentful Paint,1.0,435.0,millisecond,http://www.gosclub.ru
first-contentful-paint,First Contentful Paint,1.0,300.0,millisecond,http://www.gosclub.ru
lighthouseError,lighthouseError,lighthouseError,lighthouseError,lighthouseError,http://infoexp.ru
interactive,Time to Interactive,0.38,5186.0,millisecond,http://rusrand.ru
largest-contentful-paint,Largest Contentful Paint,0.77,1596.0,millisecond,http://rusrand.ru
first-contentful-paint,First Contentful Paint,0.94,828.0,millisecond,http://rusrand.ru
interactive,Time to Interactive,1.0,610.0,millisecond,http://будущеевыборга.рф
largest-contentful-paint,Largest Contentful Paint,0.99,610.0,millisecond,http://будущеевыборга.рф
first-contentful-paint,First Contentful Paint,0.99,610.0,millisecond,http://будущеевыборга.рф
interactive,Time to Interactive,1.0,570.0,millisecond,http://kursksmo.ru
largest-contentful-paint,Largest Contentful Paint,1.0,585.0,millisecond,http://kursksmo.ru
first-contentful-paint,First Contentful Paint,0.99,570.0,millisecond,http://kursksmo.ru
interactive,Time to Interactive,0.86,2707.5,millisecond,http://perm-fitnes.ru
largest-contentful-paint,Largest Contentful Paint,0.83,1446.0,millisecond,http://perm-fitnes.ru
first-contentful-paint,First Contentful Paint,0.9,935.0,millisecond,http://perm-fitnes.ru
interactive,Time to Interactive,1.0,880.0,millisecond,http://deloros62.ru
largest-contentful-paint,Largest Contentful Paint,0.93,1076.0,millisecond,http://deloros62.ru
first-contentful-paint,First Contentful Paint,0.92,880.0,millisecond,http://deloros62.ru
interactive,Time to Interactive,1.0,735.0,millisecond,http://billiard-smolensk.ru
largest-contentful-paint,Largest Contentful Paint,0.91,1175.0,millisecond,http://billiard-smolensk.ru
first-contentful-paint,First Contentful Paint,0.97,735.0,millisecond,http://billiard-smolensk.ru
interactive,Time to Interactive,1.0,891.0,millisecond,http://www.gazetakontingent.ru
largest-contentful-paint,Largest Contentful Paint,0.72,1745.0,millisecond,http://www.gazetakontingent.ru
first-contentful-paint,First Contentful Paint,0.92,891.0,millisecond,http://www.gazetakontingent.ru
interactive,Time to Interactive,1.0,1120.0,millisecond,http://chessfed-hmao.ru
largest-contentful-paint,Largest Contentful Paint,0.11,4720.0,millisecond,http://chessfed-hmao.ru
first-contentful-paint,First Contentful Paint,0.92,884.0,millisecond,http://chessfed-hmao.ru
interactive,Time to Interactive,0.78,3141.5,millisecond,http://chessmatch.ru
largest-contentful-paint,Largest Contentful Paint,0.44,2603.0,millisecond,http://chessmatch.ru
first-contentful-paint,First Contentful Paint,0.76,1183.0,millisecond,http://chessmatch.ru
interactive,Time to Interactive,0.4,5054.5,millisecond,http://pentathlon39.ru
largest-contentful-paint,Largest Contentful Paint,0.19,3885.0,millisecond,http://pentathlon39.ru
first-contentful-paint,First Contentful Paint,0.71,1273.5,millisecond,http://pentathlon39.ru
interactive,Time to Interactive,0.99,1586.0,millisecond,http://сгка3.рф
largest-contentful-paint,Largest Contentful Paint,0.45,2553.5,millisecond,http://сгка3.рф
first-contentful-paint,First Contentful Paint,0.53,1546.0,millisecond,http://сгка3.рф
interactive,Time to Interactive,1.0,260.0,millisecond,http://milocerd-rt.ru
largest-contentful-paint,Largest Contentful Paint,1.0,595.0,millisecond,http://milocerd-rt.ru
first-contentful-paint,First Contentful Paint,1.0,260.0,millisecond,http://milocerd-rt.ru
interactive,Time to Interactive,0.17,7093.0,millisecond,http://дзюдо32.рф
largest-contentful-paint,Largest Contentful Paint,0.3,3195.0,millisecond,http://дзюдо32.рф
first-contentful-paint,First Contentful Paint,0.88,970.0,millisecond,http://дзюдо32.рф
interactive,Time to Interactive,1.0,759.0,millisecond,http://ofsite.ru
largest-contentful-paint,Largest Contentful Paint,0.92,1104.5,millisecond,http://ofsite.ru
first-contentful-paint,First Contentful Paint,0.96,759.0,millisecond,http://ofsite.ru
interactive,Time to Interactive,1.0,536.5,millisecond,http://nvmanager.ru
largest-contentful-paint,Largest Contentful Paint,0.68,1869.0,millisecond,http://nvmanager.ru
first-contentful-paint,First Contentful Paint,1.0,530.0,millisecond,http://nvmanager.ru
interactive,Time to Interactive,0.78,3121.0,millisecond,http://fh21.ru
largest-contentful-paint,Largest Contentful Paint,0.58,2162.0,millisecond,http://fh21.ru
first-contentful-paint,First Contentful Paint,0.91,920.0,millisecond,http://fh21.ru
interactive,Time to Interactive,0.66,3695.5,millisecond,http://bfnn.ru
largest-contentful-paint,Largest Contentful Paint,0.76,1636.0,millisecond,http://bfnn.ru
first-contentful-paint,First Contentful Paint,1.0,540.0,millisecond,http://bfnn.ru
interactive,Time to Interactive,0.94,2189.5,millisecond,http://ecoinspector.ru
largest-contentful-paint,Largest Contentful Paint,0.87,1320.0,millisecond,http://ecoinspector.ru
first-contentful-paint,First Contentful Paint,0.89,960.0,millisecond,http://ecoinspector.ru
interactive,Time to Interactive,0.03,11185.5,millisecond,http://fctotem.ru
largest-contentful-paint,Largest Contentful Paint,0.01,9287.0,millisecond,http://fctotem.ru
first-contentful-paint,First Contentful Paint,0.78,1150.0,millisecond,http://fctotem.ru
interactive,Time to Interactive,0.99,1468.5,millisecond,http://bink12.ru
largest-contentful-paint,Largest Contentful Paint,0.84,1388.5,millisecond,http://bink12.ru
first-contentful-paint,First Contentful Paint,0.85,1035.5,millisecond,http://bink12.ru
interactive,Time to Interactive,0.5,4506.0,millisecond,http://iskorkisamara.ru
largest-contentful-paint,Largest Contentful Paint,0.36,2906.0,millisecond,http://iskorkisamara.ru
first-contentful-paint,First Contentful Paint,0.9,930.0,millisecond,http://iskorkisamara.ru
interactive,Time to Interactive,1.0,740.5,millisecond,http://samluka.ru
largest-contentful-paint,Largest Contentful Paint,0.91,1180.0,millisecond,http://samluka.ru
first-contentful-paint,First Contentful Paint,0.97,729.0,millisecond,http://samluka.ru
interactive,Time to Interactive,1.0,832.5,millisecond,http://womentlt.ru
largest-contentful-paint,Largest Contentful Paint,0.72,1760.0,millisecond,http://womentlt.ru
first-contentful-paint,First Contentful Paint,0.94,832.5,millisecond,http://womentlt.ru
interactive,Time to Interactive,1.0,780.0,millisecond,http://lab-modern.ru
largest-contentful-paint,Largest Contentful Paint,0.98,780.0,millisecond,http://lab-modern.ru
first-contentful-paint,First Contentful Paint,0.96,780.0,millisecond,http://lab-modern.ru
interactive,Time to Interactive,1.0,910.0,millisecond,http://социальныеинвестиции.рф
largest-contentful-paint,Largest Contentful Paint,0.51,2357.5,millisecond,http://социальныеинвестиции.рф
first-contentful-paint,First Contentful Paint,0.91,910.0,millisecond,http://социальныеинвестиции.рф
interactive,Time to Interactive,0.39,5147.0,millisecond,http://mosi.ru
largest-contentful-paint,Largest Contentful Paint,0.11,4608.0,millisecond,http://mosi.ru
first-contentful-paint,First Contentful Paint,0.18,2350.0,millisecond,http://mosi.ru
interactive,Time to Interactive,0.97,1902.0,millisecond,http://tos-nizhny.ru
largest-contentful-paint,Largest Contentful Paint,0.58,2152.5,millisecond,http://tos-nizhny.ru
first-contentful-paint,First Contentful Paint,0.36,1851.0,millisecond,http://tos-nizhny.ru
interactive,Time to Interactive,0.99,1619.0,millisecond,http://бфурал.рф
largest-contentful-paint,Largest Contentful Paint,0.79,1551.5,millisecond,http://бфурал.рф
first-contentful-paint,First Contentful Paint,0.99,636.0,millisecond,http://бфурал.рф
interactive,Time to Interactive,0.95,2107.0,millisecond,http://смо32.рф
largest-contentful-paint,Largest Contentful Paint,0.21,3725.0,millisecond,http://смо32.рф
first-contentful-paint,First Contentful Paint,0.83,1065.0,millisecond,http://смо32.рф
interactive,Time to Interactive,0.22,6467.0,millisecond,http://zn-pobedy-romny.ru
largest-contentful-paint,Largest Contentful Paint,0.16,4110.0,millisecond,http://zn-pobedy-romny.ru
first-contentful-paint,First Contentful Paint,0.77,1168.5,millisecond,http://zn-pobedy-romny.ru
interactive,Time to Interactive,0.99,1386.0,millisecond,http://professional-nsk.ru
largest-contentful-paint,Largest Contentful Paint,0.98,780.0,millisecond,http://professional-nsk.ru
first-contentful-paint,First Contentful Paint,1.0,498.0,millisecond,http://professional-nsk.ru
interactive,Time to Interactive,1.0,920.0,millisecond,http://renkaso.ru
largest-contentful-paint,Largest Contentful Paint,0.13,4390.0,millisecond,http://renkaso.ru
first-contentful-paint,First Contentful Paint,0.91,920.0,millisecond,http://renkaso.ru
interactive,Time to Interactive,1.0,260.0,millisecond,http://nacex.ru
largest-contentful-paint,Largest Contentful Paint,1.0,455.0,millisecond,http://nacex.ru
first-contentful-paint,First Contentful Paint,1.0,260.0,millisecond,http://nacex.ru
interactive,Time to Interactive,1.0,434.0,millisecond,http://mestnie.ru
largest-contentful-paint,Largest Contentful Paint,0.92,1120.0,millisecond,http://mestnie.ru
first-contentful-paint,First Contentful Paint,1.0,434.0,millisecond,http://mestnie.ru
interactive,Time to Interactive,1.0,1139.0,millisecond,http://rno.ru
largest-contentful-paint,Largest Contentful Paint,0.57,2178.0,millisecond,http://rno.ru
first-contentful-paint,First Contentful Paint,0.96,768.0,millisecond,http://rno.ru
interactive,Time to Interactive,0.67,3652.5,millisecond,http://alrf.ru
largest-contentful-paint,Largest Contentful Paint,0.57,2180.0,millisecond,http://alrf.ru
first-contentful-paint,First Contentful Paint,0.92,897.0,millisecond,http://alrf.ru
interactive,Time to Interactive,1.0,307.5,millisecond,http://blagocfo.ru
largest-contentful-paint,Largest Contentful Paint,1.0,307.5,millisecond,http://blagocfo.ru
first-contentful-paint,First Contentful Paint,1.0,303.0,millisecond,http://blagocfo.ru
interactive,Time to Interactive,1.0,591.0,millisecond,http://npppv.ru
largest-contentful-paint,Largest Contentful Paint,0.93,1095.0,millisecond,http://npppv.ru
first-contentful-paint,First Contentful Paint,0.99,591.0,millisecond,http://npppv.ru
interactive,Time to Interactive,1.0,419.0,millisecond,http://tpovolga.ru
largest-contentful-paint,Largest Contentful Paint,0.89,1220.0,millisecond,http://tpovolga.ru
first-contentful-paint,First Contentful Paint,1.0,419.0,millisecond,http://tpovolga.ru
interactive,Time to Interactive,0.88,2570.0,millisecond,http://sambochel.ru
largest-contentful-paint,Largest Contentful Paint,0.78,1580.0,millisecond,http://sambochel.ru
first-contentful-paint,First Contentful Paint,1.0,455.0,millisecond,http://sambochel.ru
interactive,Time to Interactive,0.97,1863.0,millisecond,http://spr72.ru
largest-contentful-paint,Largest Contentful Paint,0.27,3360.0,millisecond,http://spr72.ru
first-contentful-paint,First Contentful Paint,0.98,682.0,millisecond,http://spr72.ru
interactive,Time to Interactive,1.0,1128.0,millisecond,http://suvagcentr.ru
largest-contentful-paint,Largest Contentful Paint,0.41,2708.5,millisecond,http://suvagcentr.ru
first-contentful-paint,First Contentful Paint,0.84,1059.5,millisecond,http://suvagcentr.ru
interactive,Time to Interactive,1.0,493.0,millisecond,http://babg.ru
largest-contentful-paint,Largest Contentful Paint,1.0,521.5,millisecond,http://babg.ru
first-contentful-paint,First Contentful Paint,1.0,493.0,millisecond,http://babg.ru
interactive,Time to Interactive,0.88,2572.0,millisecond,http://чайковский.рф
largest-contentful-paint,Largest Contentful Paint,0.76,1644.0,millisecond,http://чайковский.рф
first-contentful-paint,First Contentful Paint,0.95,789.0,millisecond,http://чайковский.рф
interactive,Time to Interactive,1.0,629.0,millisecond,http://npkt.ru
largest-contentful-paint,Largest Contentful Paint,0.99,689.5,millisecond,http://npkt.ru
first-contentful-paint,First Contentful Paint,0.99,629.0,millisecond,http://npkt.ru
interactive,Time to Interactive,1.0,558.0,millisecond,http://bsctir.ru
largest-contentful-paint,Largest Contentful Paint,1.0,579.0,millisecond,http://bsctir.ru
first-contentful-paint,First Contentful Paint,0.99,558.0,millisecond,http://bsctir.ru
interactive,Time to Interactive,1.0,1024.0,millisecond,http://voa11.ru
largest-contentful-paint,Largest Contentful Paint,0.93,1071.5,millisecond,http://voa11.ru
first-contentful-paint,First Contentful Paint,0.96,770.0,millisecond,http://voa11.ru
interactive,Time to Interactive,0.14,7419.5,millisecond,http://dosaaf-chel.ru
largest-contentful-paint,Largest Contentful Paint,0.26,3425.0,millisecond,http://dosaaf-chel.ru
first-contentful-paint,First Contentful Paint,0.64,1381.0,millisecond,http://dosaaf-chel.ru
interactive,Time to Interactive,0.99,1492.0,millisecond,http://madou17.ru
largest-contentful-paint,Largest Contentful Paint,0.36,2918.5,millisecond,http://madou17.ru
first-contentful-paint,First Contentful Paint,0.57,1492.0,millisecond,http://madou17.ru
interactive,Time to Interactive,1.0,960.0,millisecond,http://tulobl.ru
largest-contentful-paint,Largest Contentful Paint,0.82,1452.0,millisecond,http://tulobl.ru
first-contentful-paint,First Contentful Paint,0.91,920.0,millisecond,http://tulobl.ru
interactive,Time to Interactive,1.0,1326.0,millisecond,http://sorokino-hram.ru
largest-contentful-paint,Largest Contentful Paint,0.73,1720.0,millisecond,http://sorokino-hram.ru
first-contentful-paint,First Contentful Paint,0.67,1326.0,millisecond,http://sorokino-hram.ru
lighthouseError,lighthouseError,lighthouseError,lighthouseError,lighthouseError,http://irsot.ru
interactive,Time to Interactive,0.76,3211.5,millisecond,http://www.ruseminar.ru
largest-contentful-paint,Largest Contentful Paint,0.63,2005.5,millisecond,http://www.ruseminar.ru
first-contentful-paint,First Contentful Paint,0.82,1083.0,millisecond,http://www.ruseminar.ru
interactive,Time to Interactive,1.0,1297.0,millisecond,http://regionavto-52.ru
largest-contentful-paint,Largest Contentful Paint,0.91,1167.0,millisecond,http://regionavto-52.ru
first-contentful-paint,First Contentful Paint,1.0,529.0,millisecond,http://regionavto-52.ru
interactive,Time to Interactive,0.23,6384.0,millisecond,http://kozelsk-eparhia.ru
largest-contentful-paint,Largest Contentful Paint,0.0,10275.0,millisecond,http://kozelsk-eparhia.ru
first-contentful-paint,First Contentful Paint,0.22,2206.5,millisecond,http://kozelsk-eparhia.ru
interactive,Time to Interactive,1.0,770.0,millisecond,http://fondsr48.ru
largest-contentful-paint,Largest Contentful Paint,0.97,885.0,millisecond,http://fondsr48.ru
first-contentful-paint,First Contentful Paint,0.96,770.0,millisecond,http://fondsr48.ru
interactive,Time to Interactive,1.0,720.0,millisecond,http://asmo48.ru
largest-contentful-paint,Largest Contentful Paint,0.94,1019.0,millisecond,http://asmo48.ru
first-contentful-paint,First Contentful Paint,0.97,720.0,millisecond,http://asmo48.ru
lighthouseError,lighthouseError,lighthouseError,lighthouseError,lighthouseError,http://territoryfest.ru
interactive,Time to Interactive,1.0,940.0,millisecond,http://kitki.ru
largest-contentful-paint,Largest Contentful Paint,0.66,1930.0,millisecond,http://kitki.ru
first-contentful-paint,First Contentful Paint,0.97,726.0,millisecond,http://kitki.ru
interactive,Time to Interactive,0.98,1711.5,millisecond,http://smvstroy.ru
largest-contentful-paint,Largest Contentful Paint,0.87,1305.0,millisecond,http://smvstroy.ru
first-contentful-paint,First Contentful Paint,0.75,1203.5,millisecond,http://smvstroy.ru
interactive,Time to Interactive,0.99,1507.0008630752563,millisecond,http://iwamaivanovo.ru
largest-contentful-paint,Largest Contentful Paint,0.72,1757.0008630752563,millisecond,http://iwamaivanovo.ru
first-contentful-paint,First Contentful Paint,0.91,920.0,millisecond,http://iwamaivanovo.ru
interactive,Time to Interactive,0.98,1681.5,millisecond,http://sprno.ru
largest-contentful-paint,Largest Contentful Paint,0.92,1115.5,millisecond,http://sprno.ru
first-contentful-paint,First Contentful Paint,0.99,556.0,millisecond,http://sprno.ru
interactive,Time to Interactive,0.23,6403.0,millisecond,http://nocot.ru
largest-contentful-paint,Largest Contentful Paint,0.09,4885.5,millisecond,http://nocot.ru
first-contentful-paint,First Contentful Paint,0.86,1014.0,millisecond,http://nocot.ru
interactive,Time to Interactive,1.0,505.0,millisecond,http://www.semblago.ru
largest-contentful-paint,Largest Contentful Paint,0.93,1060.0,millisecond,http://www.semblago.ru
first-contentful-paint,First Contentful Paint,1.0,505.0,millisecond,http://www.semblago.ru
interactive,Time to Interactive,0.99,1509.5,millisecond,http://fond-serdolik.ru
largest-contentful-paint,Largest Contentful Paint,0.8,1530.0,millisecond,http://fond-serdolik.ru
first-contentful-paint,First Contentful Paint,0.87,1001.5,millisecond,http://fond-serdolik.ru
interactive,Time to Interactive,1.0,644.5,millisecond,http://tmbalrf.ru
largest-contentful-paint,Largest Contentful Paint,0.99,610.0,millisecond,http://tmbalrf.ru
first-contentful-paint,First Contentful Paint,0.99,610.0,millisecond,http://tmbalrf.ru
interactive,Time to Interactive,0.73,3394.5,millisecond,http://www.ortodance.ru
largest-contentful-paint,Largest Contentful Paint,0.43,2641.0,millisecond,http://www.ortodance.ru
first-contentful-paint,First Contentful Paint,0.12,2632.0,millisecond,http://www.ortodance.ru
interactive,Time to Interactive,1.0,920.0,millisecond,http://luther.ru
largest-contentful-paint,Largest Contentful Paint,0.84,1399.5,millisecond,http://luther.ru
first-contentful-paint,First Contentful Paint,0.91,920.0,millisecond,http://luther.ru
interactive,Time to Interactive,1.0,644.0,millisecond,http://federalfond.ru
largest-contentful-paint,Largest Contentful Paint,0.92,1130.0,millisecond,http://federalfond.ru
first-contentful-paint,First Contentful Paint,0.98,644.0,millisecond,http://federalfond.ru
interactive,Time to Interactive,0.92,2360.5,millisecond,http://bcrostov-don.ru
largest-contentful-paint,Largest Contentful Paint,0.19,3886.0,millisecond,http://bcrostov-don.ru
first-contentful-paint,First Contentful Paint,0.97,720.0,millisecond,http://bcrostov-don.ru
interactive,Time to Interactive,0.75,3263.5,millisecond,http://lingva-expert.ru
largest-contentful-paint,Largest Contentful Paint,0.08,5175.0,millisecond,http://lingva-expert.ru
first-contentful-paint,First Contentful Paint,0.94,844.5,millisecond,http://lingva-expert.ru
interactive,Time to Interactive,1.0,840.0,millisecond,http://asmora.ru
largest-contentful-paint,Largest Contentful Paint,0.93,1072.5,millisecond,http://asmora.ru
first-contentful-paint,First Contentful Paint,0.94,840.0,millisecond,http://asmora.ru
interactive,Time to Interactive,1.0,1023.5,millisecond,http://kamwa.ru
largest-contentful-paint,Largest Contentful Paint,0.91,1175.0,millisecond,http://kamwa.ru
first-contentful-paint,First Contentful Paint,0.86,1023.5,millisecond,http://kamwa.ru
interactive,Time to Interactive,0.93,2285.5,millisecond,http://sormovo52.ru
largest-contentful-paint,Largest Contentful Paint,0.72,1741.0,millisecond,http://sormovo52.ru
first-contentful-paint,First Contentful Paint,0.89,960.0,millisecond,http://sormovo52.ru
interactive,Time to Interactive,1.0,1010.5,millisecond,http://soyuzizvest.ru
largest-contentful-paint,Largest Contentful Paint,0.73,1720.0,millisecond,http://soyuzizvest.ru
first-contentful-paint,First Contentful Paint,0.99,629.0,millisecond,http://soyuzizvest.ru
interactive,Time to Interactive,1.0,1128.5,millisecond,http://bbmo.ru
largest-contentful-paint,Largest Contentful Paint,0.72,1751.5,millisecond,http://bbmo.ru
first-contentful-paint,First Contentful Paint,0.9,930.0,millisecond,http://bbmo.ru
interactive,Time to Interactive,0.93,2284.0,millisecond,http://memorialmap.ru
largest-contentful-paint,Largest Contentful Paint,0.16,4110.0,millisecond,http://memorialmap.ru
first-contentful-paint,First Contentful Paint,0.26,2084.0,millisecond,http://memorialmap.ru
interactive,Time to Interactive,0.99,1469.5,millisecond,http://or-sns52.ru
largest-contentful-paint,Largest Contentful Paint,0.78,1590.0,millisecond,http://or-sns52.ru
first-contentful-paint,First Contentful Paint,0.58,1469.5,millisecond,http://or-sns52.ru
interactive,Time to Interactive,0.6,4006.0,millisecond,http://hc-avto.ru
largest-contentful-paint,Largest Contentful Paint,0.21,3680.0,millisecond,http://hc-avto.ru
first-contentful-paint,First Contentful Paint,0.98,650.0,millisecond,http://hc-avto.ru
interactive,Time to Interactive,0.74,3305.0,millisecond,http://ul-rspp.ru
largest-contentful-paint,Largest Contentful Paint,0.91,1150.0,millisecond,http://ul-rspp.ru
first-contentful-paint,First Contentful Paint,0.87,1000.0,millisecond,http://ul-rspp.ru
interactive,Time to Interactive,1.0,197.0,millisecond,http://npkurort.ru
largest-contentful-paint,Largest Contentful Paint,1.0,197.0,millisecond,http://npkurort.ru
first-contentful-paint,First Contentful Paint,1.0,197.0,millisecond,http://npkurort.ru
interactive,Time to Interactive,1.0,686.0,millisecond,http://mf-volley.ru
largest-contentful-paint,Largest Contentful Paint,0.87,1300.0,millisecond,http://mf-volley.ru
first-contentful-paint,First Contentful Paint,0.98,686.0,millisecond,http://mf-volley.ru
interactive,Time to Interactive,1.0,1009.5,millisecond,http://orsk-hockey.ru
largest-contentful-paint,Largest Contentful Paint,0.38,2840.0,millisecond,http://orsk-hockey.ru
first-contentful-paint,First Contentful Paint,0.87,991.0,millisecond,http://orsk-hockey.ru
interactive,Time to Interactive,0.6,4017.0,millisecond,http://lenkai.ru
largest-contentful-paint,Largest Contentful Paint,0.75,1659.0,millisecond,http://lenkai.ru
first-contentful-paint,First Contentful Paint,0.74,1222.0,millisecond,http://lenkai.ru
interactive,Time to Interactive,1.0,1295.0,millisecond,http://unite.su
largest-contentful-paint,Largest Contentful Paint,0.22,3660.0,millisecond,http://unite.su
first-contentful-paint,First Contentful Paint,0.72,1255.0,millisecond,http://unite.su
interactive,Time to Interactive,1.0,197.0,millisecond,http://opfr.mv.ru
largest-contentful-paint,Largest Contentful Paint,1.0,480.0,millisecond,http://opfr.mv.ru
first-contentful-paint,First Contentful Paint,1.0,197.0,millisecond,http://opfr.mv.ru
interactive,Time to Interactive,1.0,476.0,millisecond,http://rsn33.ru
largest-contentful-paint,Largest Contentful Paint,1.0,560.0,millisecond,http://rsn33.ru
first-contentful-paint,First Contentful Paint,1.0,476.0,millisecond,http://rsn33.ru
interactive,Time to Interactive,0.72,3442.0,millisecond,http://smo72.ru
largest-contentful-paint,Largest Contentful Paint,0.71,1790.0,millisecond,http://smo72.ru
first-contentful-paint,First Contentful Paint,0.88,970.0,millisecond,http://smo72.ru
interactive,Time to Interactive,1.0,495.0,millisecond,http://bogadel.ru
largest-contentful-paint,Largest Contentful Paint,1.0,570.0,millisecond,http://bogadel.ru
first-contentful-paint,First Contentful Paint,1.0,495.0,millisecond,http://bogadel.ru
interactive,Time to Interactive,0.49,4565.5,millisecond,http://zfd.ru
largest-contentful-paint,Largest Contentful Paint,0.11,4669.5,millisecond,http://zfd.ru
first-contentful-paint,First Contentful Paint,0.75,1200.5,millisecond,http://zfd.ru
interactive,Time to Interactive,1.0,975.0,millisecond,http://vf21.ru
largest-contentful-paint,Largest Contentful Paint,0.14,4350.0,millisecond,http://vf21.ru
first-contentful-paint,First Contentful Paint,0.94,836.0,millisecond,http://vf21.ru
interactive,Time to Interactive,0.86,2713.5,millisecond,http://grrt.ru
largest-contentful-paint,Largest Contentful Paint,0.94,1020.0,millisecond,http://grrt.ru
first-contentful-paint,First Contentful Paint,0.99,575.0,millisecond,http://grrt.ru
interactive,Time to Interactive,0.84,2807.0,millisecond,http://dobrovoblago.ru
largest-contentful-paint,Largest Contentful Paint,0.6,2104.0,millisecond,http://dobrovoblago.ru
first-contentful-paint,First Contentful Paint,0.96,759.0,millisecond,http://dobrovoblago.ru
interactive,Time to Interactive,1.0,1322.5,millisecond,http://as2006.ru
largest-contentful-paint,Largest Contentful Paint,0.5,2395.0,millisecond,http://as2006.ru
first-contentful-paint,First Contentful Paint,0.67,1322.5,millisecond,http://as2006.ru
interactive,Time to Interactive,1.0,1245.5,millisecond,http://фвсу.рф
largest-contentful-paint,Largest Contentful Paint,0.78,1585.5,millisecond,http://фвсу.рф
first-contentful-paint,First Contentful Paint,0.95,790.0,millisecond,http://фвсу.рф
interactive,Time to Interactive,1.0,533.0,millisecond,http://iypo.ru
largest-contentful-paint,Largest Contentful Paint,0.99,606.0,millisecond,http://iypo.ru
first-contentful-paint,First Contentful Paint,1.0,533.0,millisecond,http://iypo.ru
lighthouseError,lighthouseError,lighthouseError,lighthouseError,lighthouseError,http://hctraktor.ru
interactive,Time to Interactive,1.0,380.0,millisecond,http://zhitipomnit.ru
largest-contentful-paint,Largest Contentful Paint,1.0,460.0,millisecond,http://zhitipomnit.ru
first-contentful-paint,First Contentful Paint,1.0,380.0,millisecond,http://zhitipomnit.ru
interactive,Time to Interactive,0.98,1791.0,millisecond,http://fitoni.ru
largest-contentful-paint,Largest Contentful Paint,0.58,2140.0,millisecond,http://fitoni.ru
first-contentful-paint,First Contentful Paint,0.98,650.0,millisecond,http://fitoni.ru
interactive,Time to Interactive,0.95,2076.0,millisecond,http://www.orgpit.ru
largest-contentful-paint,Largest Contentful Paint,0.82,1470.5,millisecond,http://www.orgpit.ru
