id,title,score,numericValue,numericUnit,website
interactive,Time to Interactive,0.86,2740.0,millisecond,http://ul-lyceum.ru
largest-contentful-paint,Largest Contentful Paint,0.21,3708.5,millisecond,http://ul-lyceum.ru
first-contentful-paint,First Contentful Paint,0.67,1333.3372421264648,millisecond,http://ul-lyceum.ru
interactive,Time to Interactive,0.96,1926.0,millisecond,http://startum-dpo.ru
largest-contentful-paint,Largest Contentful Paint,0.46,2540.0,millisecond,http://startum-dpo.ru
first-contentful-paint,First Contentful Paint,0.8,1119.0,millisecond,http://startum-dpo.ru
interactive,Time to Interactive,1.0,1058.0,millisecond,http://jivi-zavtra.ru
largest-contentful-paint,Largest Contentful Paint,0.97,889.0,millisecond,http://jivi-zavtra.ru
first-contentful-paint,First Contentful Paint,0.92,880.0,millisecond,http://jivi-zavtra.ru
interactive,Time to Interactive,0.92,2321.0,millisecond,http://br33.ru
largest-contentful-paint,Largest Contentful Paint,0.54,2263.0,millisecond,http://br33.ru
first-contentful-paint,First Contentful Paint,0.89,960.0,millisecond,http://br33.ru
interactive,Time to Interactive,1.0,960.0,millisecond,http://seadobra.ru
largest-contentful-paint,Largest Contentful Paint,0.94,1020.0,millisecond,http://seadobra.ru
first-contentful-paint,First Contentful Paint,0.89,960.0,millisecond,http://seadobra.ru
interactive,Time to Interactive,1.0,1040.0,millisecond,http://моредобра.рф
largest-contentful-paint,Largest Contentful Paint,0.93,1100.0,millisecond,http://моредобра.рф
first-contentful-paint,First Contentful Paint,0.85,1040.0,millisecond,http://моредобра.рф
interactive,Time to Interactive,1.0,1050.0,millisecond,http://nmzo.ru
largest-contentful-paint,Largest Contentful Paint,0.88,1260.0,millisecond,http://nmzo.ru
first-contentful-paint,First Contentful Paint,0.84,1050.0,millisecond,http://nmzo.ru
lighthouseError,lighthouseError,lighthouseError,lighthouseError,lighthouseError,http://chapuus.ru
interactive,Time to Interactive,0.95,2072.0,millisecond,http://dnkdv.ru
largest-contentful-paint,Largest Contentful Paint,0.71,1784.8041076660156,millisecond,http://dnkdv.ru
first-contentful-paint,First Contentful Paint,0.79,1142.0,millisecond,http://dnkdv.ru
interactive,Time to Interactive,1.0,949.5,millisecond,http://hope48.ru
largest-contentful-paint,Largest Contentful Paint,0.83,1421.5,millisecond,http://hope48.ru
first-contentful-paint,First Contentful Paint,0.92,880.0,millisecond,http://hope48.ru
interactive,Time to Interactive,1.0,743.5,millisecond,http://teatr13tram.ru
largest-contentful-paint,Largest Contentful Paint,0.85,1382.0,millisecond,http://teatr13tram.ru
first-contentful-paint,First Contentful Paint,0.97,730.0,millisecond,http://teatr13tram.ru
interactive,Time to Interactive,1.0,1311.0,millisecond,http://gorodarb.ru
largest-contentful-paint,Largest Contentful Paint,0.12,4507.402053833008,millisecond,http://gorodarb.ru
first-contentful-paint,First Contentful Paint,0.77,1177.5,millisecond,http://gorodarb.ru
interactive,Time to Interactive,0.79,3107.5,millisecond,http://irgrb.ru
largest-contentful-paint,Largest Contentful Paint,0.32,3078.5,millisecond,http://irgrb.ru
first-contentful-paint,First Contentful Paint,0.28,2051.0,millisecond,http://irgrb.ru
interactive,Time to Interactive,0.83,2865.0,millisecond,http://avtoshkolakam.ru
largest-contentful-paint,Largest Contentful Paint,0.83,1440.0,millisecond,http://avtoshkolakam.ru
first-contentful-paint,First Contentful Paint,1.0,491.0,millisecond,http://avtoshkolakam.ru
interactive,Time to Interactive,0.92,2329.0,millisecond,http://alaniatoday.ru
largest-contentful-paint,Largest Contentful Paint,0.56,2215.0,millisecond,http://alaniatoday.ru
first-contentful-paint,First Contentful Paint,0.7,1280.5,millisecond,http://alaniatoday.ru
interactive,Time to Interactive,0.87,2654.0,millisecond,http://kurortcenter.ru
largest-contentful-paint,Largest Contentful Paint,0.19,3840.0,millisecond,http://kurortcenter.ru
first-contentful-paint,First Contentful Paint,0.71,1269.0,millisecond,http://kurortcenter.ru
interactive,Time to Interactive,0.56,4197.0,millisecond,http://prav-detsad.ru
largest-contentful-paint,Largest Contentful Paint,0.12,4485.0,millisecond,http://prav-detsad.ru
first-contentful-paint,First Contentful Paint,0.67,1324.5,millisecond,http://prav-detsad.ru
interactive,Time to Interactive,0.99,1461.0,millisecond,http://goodhearts.ru
largest-contentful-paint,Largest Contentful Paint,0.59,2110.0,millisecond,http://goodhearts.ru
first-contentful-paint,First Contentful Paint,0.7,1280.0,millisecond,http://goodhearts.ru
interactive,Time to Interactive,0.3,5763.5,millisecond,http://investinregions.ru
largest-contentful-paint,Largest Contentful Paint,0.03,6425.0,millisecond,http://investinregions.ru
first-contentful-paint,First Contentful Paint,0.03,3559.0,millisecond,http://investinregions.ru
interactive,Time to Interactive,0.78,3135.5,millisecond,http://tochkirostaperm.ru
largest-contentful-paint,Largest Contentful Paint,0.59,2115.0,millisecond,http://tochkirostaperm.ru
first-contentful-paint,First Contentful Paint,0.92,890.0,millisecond,http://tochkirostaperm.ru
interactive,Time to Interactive,0.94,2198.0,millisecond,https://ano-orientir.ru
largest-contentful-paint,Largest Contentful Paint,0.9,1190.0,millisecond,https://ano-orientir.ru
first-contentful-paint,First Contentful Paint,0.99,576.0,millisecond,https://ano-orientir.ru
interactive,Time to Interactive,0.99,1527.0,millisecond,http://3дстэп31.рф
largest-contentful-paint,Largest Contentful Paint,0.62,2030.0,millisecond,http://3дстэп31.рф
first-contentful-paint,First Contentful Paint,0.85,1040.0,millisecond,http://3дстэп31.рф
interactive,Time to Interactive,0.75,3299.5,millisecond,http://creativebusinessforum.ru
largest-contentful-paint,Largest Contentful Paint,0.81,1506.0,millisecond,http://creativebusinessforum.ru
first-contentful-paint,First Contentful Paint,0.89,960.0,millisecond,http://creativebusinessforum.ru
interactive,Time to Interactive,1.0,1140.0,millisecond,http://innosocium.ru
largest-contentful-paint,Largest Contentful Paint,0.88,1280.0,millisecond,http://innosocium.ru
first-contentful-paint,First Contentful Paint,0.89,960.0,millisecond,http://innosocium.ru
interactive,Time to Interactive,1.0,346.5,millisecond,http://инносоциум.рф
largest-contentful-paint,Largest Contentful Paint,0.95,985.0,millisecond,http://инносоциум.рф
first-contentful-paint,First Contentful Paint,1.0,260.0,millisecond,http://инносоциум.рф
interactive,Time to Interactive,1.0,1080.0,millisecond,http://gs-uc.ru
largest-contentful-paint,Largest Contentful Paint,0.85,1380.0,millisecond,http://gs-uc.ru
first-contentful-paint,First Contentful Paint,0.84,1060.0,millisecond,http://gs-uc.ru
interactive,Time to Interactive,1.0,830.0,millisecond,http://timetobestrong.ru
largest-contentful-paint,Largest Contentful Paint,0.81,1485.0,millisecond,http://timetobestrong.ru
first-contentful-paint,First Contentful Paint,0.94,830.0,millisecond,http://timetobestrong.ru
interactive,Time to Interactive,0.83,2871.0,millisecond,http://rassvet-ul.ru
largest-contentful-paint,Largest Contentful Paint,0.35,2943.5,millisecond,http://rassvet-ul.ru
first-contentful-paint,First Contentful Paint,0.86,1011.5,millisecond,http://rassvet-ul.ru
interactive,Time to Interactive,1.0,960.0,millisecond,http://exp60.ru
largest-contentful-paint,Largest Contentful Paint,0.95,960.0,millisecond,http://exp60.ru
first-contentful-paint,First Contentful Paint,0.89,960.0,millisecond,http://exp60.ru
interactive,Time to Interactive,1.0,615.0,millisecond,http://college-gsc.ru
largest-contentful-paint,Largest Contentful Paint,0.57,2170.5,millisecond,http://college-gsc.ru
first-contentful-paint,First Contentful Paint,0.99,615.0,millisecond,http://college-gsc.ru
interactive,Time to Interactive,1.0,492.0,millisecond,http://mo-gsc.ru
largest-contentful-paint,Largest Contentful Paint,1.0,572.0,millisecond,http://mo-gsc.ru
first-contentful-paint,First Contentful Paint,1.0,492.0,millisecond,http://mo-gsc.ru
interactive,Time to Interactive,1.0,800.0,millisecond,http://mkfund.ru
largest-contentful-paint,Largest Contentful Paint,0.91,1180.0,millisecond,http://mkfund.ru
first-contentful-paint,First Contentful Paint,0.95,800.0,millisecond,http://mkfund.ru
interactive,Time to Interactive,0.67,3641.0,millisecond,http://ohrana-school.ru
largest-contentful-paint,Largest Contentful Paint,0.51,2376.0,millisecond,http://ohrana-school.ru
first-contentful-paint,First Contentful Paint,0.89,960.0,millisecond,http://ohrana-school.ru
lighthouseError,lighthouseError,lighthouseError,lighthouseError,lighthouseError,http://obshestvo77.ru
interactive,Time to Interactive,0.61,3933.5,millisecond,http://реабилитологи.рф
largest-contentful-paint,Largest Contentful Paint,0.15,4217.0,millisecond,http://реабилитологи.рф
first-contentful-paint,First Contentful Paint,0.48,1640.0,millisecond,http://реабилитологи.рф
interactive,Time to Interactive,1.0,730.0,millisecond,http://amurbiotur.ru
largest-contentful-paint,Largest Contentful Paint,0.58,2140.0,millisecond,http://amurbiotur.ru
first-contentful-paint,First Contentful Paint,0.97,730.0,millisecond,http://amurbiotur.ru
interactive,Time to Interactive,0.49,4571.0,millisecond,http://fesrus.ru
largest-contentful-paint,Largest Contentful Paint,0.38,2818.0,millisecond,http://fesrus.ru
first-contentful-paint,First Contentful Paint,0.92,890.0,millisecond,http://fesrus.ru
interactive,Time to Interactive,0.22,6444.0,millisecond,http://фэсроссии.рф
largest-contentful-paint,Largest Contentful Paint,0.59,2124.5,millisecond,http://фэсроссии.рф
first-contentful-paint,First Contentful Paint,0.98,648.0,millisecond,http://фэсроссии.рф
interactive,Time to Interactive,1.0,810.0,millisecond,https://anoperemena.ru
largest-contentful-paint,Largest Contentful Paint,0.91,1155.0,millisecond,https://anoperemena.ru
first-contentful-paint,First Contentful Paint,0.95,810.0,millisecond,https://anoperemena.ru
interactive,Time to Interactive,1.0,655.0,millisecond,http://aripkd.ru
largest-contentful-paint,Largest Contentful Paint,0.92,1140.0,millisecond,http://aripkd.ru
first-contentful-paint,First Contentful Paint,0.98,655.0,millisecond,http://aripkd.ru
lighthouseError,lighthouseError,lighthouseError,lighthouseError,lighthouseError,http://spiefjunior.ru
lighthouseError,lighthouseError,lighthouseError,lighthouseError,lighthouseError,http://sos-family.ru
interactive,Time to Interactive,0.97,1866.0,millisecond,http://tagteatr.ru
largest-contentful-paint,Largest Contentful Paint,0.39,2800.0,millisecond,http://tagteatr.ru
first-contentful-paint,First Contentful Paint,0.39,1790.0,millisecond,http://tagteatr.ru
interactive,Time to Interactive,1.0,730.0,millisecond,http://www.ано-миу.рф
largest-contentful-paint,Largest Contentful Paint,0.89,1232.0,millisecond,http://www.ано-миу.рф
first-contentful-paint,First Contentful Paint,0.97,730.0,millisecond,http://www.ано-миу.рф
interactive,Time to Interactive,0.81,3000.0,millisecond,http://oporarus.ru
largest-contentful-paint,Largest Contentful Paint,0.01,9160.0,millisecond,http://oporarus.ru
first-contentful-paint,First Contentful Paint,0.94,825.0,millisecond,http://oporarus.ru
lighthouseError,lighthouseError,lighthouseError,lighthouseError,lighthouseError,http://oporarussia.ru
interactive,Time to Interactive,0.8,3011.0020599365234,millisecond,http://spbsacad.ru
largest-contentful-paint,Largest Contentful Paint,0.61,2061.0,millisecond,http://spbsacad.ru
first-contentful-paint,First Contentful Paint,0.92,890.0,millisecond,http://spbsacad.ru
interactive,Time to Interactive,0.89,2506.0,millisecond,http://fzuds.ru
largest-contentful-paint,Largest Contentful Paint,0.77,1615.0,millisecond,http://fzuds.ru
first-contentful-paint,First Contentful Paint,0.88,980.0,millisecond,http://fzuds.ru
interactive,Time to Interactive,0.84,2812.5,millisecond,http://blagosfera7ya.ru
largest-contentful-paint,Largest Contentful Paint,0.48,2455.0,millisecond,http://blagosfera7ya.ru
first-contentful-paint,First Contentful Paint,0.39,1792.0,millisecond,http://blagosfera7ya.ru
interactive,Time to Interactive,0.07,8836.0,millisecond,https://vremya-dobryh.ru
largest-contentful-paint,Largest Contentful Paint,0.01,8418.0,millisecond,https://vremya-dobryh.ru
first-contentful-paint,First Contentful Paint,1.0,460.0,millisecond,https://vremya-dobryh.ru
interactive,Time to Interactive,0.91,2390.0,millisecond,http://anopskov.ru
largest-contentful-paint,Largest Contentful Paint,0.64,1989.0,millisecond,http://anopskov.ru
first-contentful-paint,First Contentful Paint,0.99,586.0,millisecond,http://anopskov.ru
interactive,Time to Interactive,0.7,3536.5,millisecond,http://zoomir52.ru
largest-contentful-paint,Largest Contentful Paint,0.14,4280.5,millisecond,http://zoomir52.ru
first-contentful-paint,First Contentful Paint,0.94,827.5,millisecond,http://zoomir52.ru
interactive,Time to Interactive,1.0,770.0,millisecond,http://фондпросвещение.рф
largest-contentful-paint,Largest Contentful Paint,0.93,1080.0,millisecond,http://фондпросвещение.рф
first-contentful-paint,First Contentful Paint,0.96,770.0,millisecond,http://фондпросвещение.рф
interactive,Time to Interactive,1.0,1140.0,millisecond,http://motoclub-fara-on.ru
largest-contentful-paint,Largest Contentful Paint,0.99,605.5,millisecond,http://motoclub-fara-on.ru
first-contentful-paint,First Contentful Paint,1.0,530.5,millisecond,http://motoclub-fara-on.ru
interactive,Time to Interactive,1.0,535.0,millisecond,http://fcrubin-yalta.ru
largest-contentful-paint,Largest Contentful Paint,0.0,11666.0,millisecond,http://fcrubin-yalta.ru
first-contentful-paint,First Contentful Paint,1.0,533.0,millisecond,http://fcrubin-yalta.ru
interactive,Time to Interactive,0.83,2898.0,millisecond,http://moloreol.ru
largest-contentful-paint,Largest Contentful Paint,0.94,1030.0,millisecond,http://moloreol.ru
first-contentful-paint,First Contentful Paint,0.88,975.0,millisecond,http://moloreol.ru
interactive,Time to Interactive,0.99,1440.0,millisecond,http://вселяянадежду.рф
largest-contentful-paint,Largest Contentful Paint,0.04,6266.5,millisecond,http://вселяянадежду.рф
first-contentful-paint,First Contentful Paint,0.61,1420.0,millisecond,http://вселяянадежду.рф
interactive,Time to Interactive,0.95,2047.0,millisecond,http://azvga.ru
largest-contentful-paint,Largest Contentful Paint,0.76,1629.0,millisecond,http://azvga.ru
first-contentful-paint,First Contentful Paint,0.99,570.0,millisecond,http://azvga.ru
lighthouseError,lighthouseError,lighthouseError,lighthouseError,lighthouseError,http://pid-spb.ru
interactive,Time to Interactive,0.97,1868.5,millisecond,http://nasha-priroda.ru
largest-contentful-paint,Largest Contentful Paint,0.33,3065.0,millisecond,http://nasha-priroda.ru
first-contentful-paint,First Contentful Paint,1.0,460.0,millisecond,http://nasha-priroda.ru
interactive,Time to Interactive,0.92,2305.5,millisecond,http://вектордобрыхдел.рф
largest-contentful-paint,Largest Contentful Paint,0.72,1758.5,millisecond,http://вектордобрыхдел.рф
first-contentful-paint,First Contentful Paint,0.83,1076.0,millisecond,http://вектордобрыхдел.рф
interactive,Time to Interactive,0.99,1382.5,millisecond,http://союзлеспром67.рф
largest-contentful-paint,Largest Contentful Paint,0.93,1094.0,millisecond,http://союзлеспром67.рф
first-contentful-paint,First Contentful Paint,0.86,1008.0,millisecond,http://союзлеспром67.рф
interactive,Time to Interactive,0.81,3004.5,millisecond,http://iksr.ru
largest-contentful-paint,Largest Contentful Paint,0.62,2020.5,millisecond,http://iksr.ru
first-contentful-paint,First Contentful Paint,1.0,528.0,millisecond,http://iksr.ru
interactive,Time to Interactive,0.84,2800.0,millisecond,http://vec-exp.ru
largest-contentful-paint,Largest Contentful Paint,0.43,2625.0008630752563,millisecond,http://vec-exp.ru
first-contentful-paint,First Contentful Paint,0.92,880.0,millisecond,http://vec-exp.ru
interactive,Time to Interactive,0.99,1423.0,millisecond,http://сертификация-экспертов.рф
largest-contentful-paint,Largest Contentful Paint,0.94,1033.0,millisecond,http://сертификация-экспертов.рф
first-contentful-paint,First Contentful Paint,0.91,920.0,millisecond,http://сертификация-экспертов.рф
interactive,Time to Interactive,1.0,350.5,millisecond,http://гагаринпарк.рф
largest-contentful-paint,Largest Contentful Paint,0.95,985.0,millisecond,http://гагаринпарк.рф
first-contentful-paint,First Contentful Paint,1.0,260.0,millisecond,http://гагаринпарк.рф
interactive,Time to Interactive,1.0,900.0,millisecond,http://паркгагарин.рф
largest-contentful-paint,Largest Contentful Paint,0.77,1610.0,millisecond,http://паркгагарин.рф
first-contentful-paint,First Contentful Paint,0.92,880.0,millisecond,http://паркгагарин.рф
interactive,Time to Interactive,1.0,672.5,millisecond,https://bumerangfond.ru
largest-contentful-paint,Largest Contentful Paint,0.79,1550.0,millisecond,https://bumerangfond.ru
first-contentful-paint,First Contentful Paint,0.98,670.0,millisecond,https://bumerangfond.ru
interactive,Time to Interactive,1.0,820.0,millisecond,http://dva-kryla.ru
largest-contentful-paint,Largest Contentful Paint,0.89,1220.0,millisecond,http://dva-kryla.ru
first-contentful-paint,First Contentful Paint,0.97,713.0,millisecond,http://dva-kryla.ru
interactive,Time to Interactive,1.0,690.0,millisecond,http://инструктаж.рф
largest-contentful-paint,Largest Contentful Paint,0.91,1163.0,millisecond,http://инструктаж.рф
first-contentful-paint,First Contentful Paint,0.98,690.0,millisecond,http://инструктаж.рф
interactive,Time to Interactive,0.99,1540.5,millisecond,http://стбш.рф
largest-contentful-paint,Largest Contentful Paint,0.55,2230.0,millisecond,http://стбш.рф
first-contentful-paint,First Contentful Paint,0.72,1249.0,millisecond,http://стбш.рф
interactive,Time to Interactive,1.0,925.5,millisecond,http://sambist56.ru
largest-contentful-paint,Largest Contentful Paint,0.92,1120.0,millisecond,http://sambist56.ru
first-contentful-paint,First Contentful Paint,0.92,880.0,millisecond,http://sambist56.ru
interactive,Time to Interactive,0.99,1529.5,millisecond,http://srooputpreodoleniya2019.ru
largest-contentful-paint,Largest Contentful Paint,0.92,1121.0,millisecond,http://srooputpreodoleniya2019.ru
first-contentful-paint,First Contentful Paint,0.99,602.0,millisecond,http://srooputpreodoleniya2019.ru
interactive,Time to Interactive,1.0,940.0,millisecond,http://fondfilatova.ru
largest-contentful-paint,Largest Contentful Paint,0.68,1860.0,millisecond,http://fondfilatova.ru
first-contentful-paint,First Contentful Paint,0.91,920.0,millisecond,http://fondfilatova.ru
lighthouseError,lighthouseError,lighthouseError,lighthouseError,lighthouseError,http://aura45.ru
interactive,Time to Interactive,1.0,971.5,millisecond,http://fondcrimea214.ru
largest-contentful-paint,Largest Contentful Paint,0.47,2500.0,millisecond,http://fondcrimea214.ru
first-contentful-paint,First Contentful Paint,0.93,860.0,millisecond,http://fondcrimea214.ru
interactive,Time to Interactive,0.66,3709.0,millisecond,http://road76.ru
largest-contentful-paint,Largest Contentful Paint,0.9,1207.0,millisecond,http://road76.ru
first-contentful-paint,First Contentful Paint,0.95,815.0,millisecond,http://road76.ru
interactive,Time to Interactive,1.0,720.0,millisecond,http://iskorkidobra.ru
largest-contentful-paint,Largest Contentful Paint,0.94,1040.0,millisecond,http://iskorkidobra.ru
first-contentful-paint,First Contentful Paint,0.98,700.0,millisecond,http://iskorkidobra.ru
interactive,Time to Interactive,0.84,2802.0,millisecond,http://lenoblfond.ru
largest-contentful-paint,Largest Contentful Paint,0.95,980.0,millisecond,http://lenoblfond.ru
first-contentful-paint,First Contentful Paint,0.94,840.0,millisecond,http://lenoblfond.ru
interactive,Time to Interactive,0.89,2508.0,millisecond,http://fond96.ru
largest-contentful-paint,Largest Contentful Paint,0.59,2108.0,millisecond,http://fond96.ru
first-contentful-paint,First Contentful Paint,0.98,670.0,millisecond,http://fond96.ru
lighthouseError,lighthouseError,lighthouseError,lighthouseError,lighthouseError,http://planetazemlyaekosistema.ru
interactive,Time to Interactive,1.0,359.0,millisecond,http://гранты-губернатора.рф
largest-contentful-paint,Largest Contentful Paint,0.95,985.0,millisecond,http://гранты-губернатора.рф
first-contentful-paint,First Contentful Paint,1.0,260.0,millisecond,http://гранты-губернатора.рф
interactive,Time to Interactive,1.0,352.5,millisecond,http://гранты74.рф
largest-contentful-paint,Largest Contentful Paint,0.95,985.0,millisecond,http://гранты74.рф
first-contentful-paint,First Contentful Paint,1.0,260.0,millisecond,http://гранты74.рф
interactive,Time to Interactive,0.41,5015.0,millisecond,http://грантыгубернатора74.рф
largest-contentful-paint,Largest Contentful Paint,0.11,4615.0,millisecond,http://грантыгубернатора74.рф
first-contentful-paint,First Contentful Paint,0.33,1924.5,millisecond,http://грантыгубернатора74.рф
interactive,Time to Interactive,0.5,4514.5,millisecond,http://ксо74.рф
largest-contentful-paint,Largest Contentful Paint,0.4,2745.0,millisecond,http://ксо74.рф
first-contentful-paint,First Contentful Paint,0.91,920.0,millisecond,http://ксо74.рф
interactive,Time to Interactive,1.0,434.0,millisecond,http://фонд74.рф
largest-contentful-paint,Largest Contentful Paint,0.95,1000.0,millisecond,http://фонд74.рф
first-contentful-paint,First Contentful Paint,1.0,434.0,millisecond,http://фонд74.рф
interactive,Time to Interactive,1.0,348.5,millisecond,http://фондразвития.рф
largest-contentful-paint,Largest Contentful Paint,0.99,730.0,millisecond,http://фондразвития.рф
first-contentful-paint,First Contentful Paint,1.0,260.0,millisecond,http://фондразвития.рф
interactive,Time to Interactive,1.0,740.0,millisecond,http://dpokontekst.ru
largest-contentful-paint,Largest Contentful Paint,0.79,1555.0,millisecond,http://dpokontekst.ru
first-contentful-paint,First Contentful Paint,0.99,635.0,millisecond,http://dpokontekst.ru
interactive,Time to Interactive,0.99,1605.0,millisecond,http://frschel.ru
largest-contentful-paint,Largest Contentful Paint,0.98,815.0,millisecond,http://frschel.ru
first-contentful-paint,First Contentful Paint,0.97,738.5,millisecond,http://frschel.ru
interactive,Time to Interactive,0.97,1799.5,millisecond,http://crro.ru
largest-contentful-paint,Largest Contentful Paint,0.72,1750.5,millisecond,http://crro.ru
first-contentful-paint,First Contentful Paint,0.87,1005.0,millisecond,http://crro.ru
interactive,Time to Interactive,0.98,1669.5,millisecond,http://црро.рф
largest-contentful-paint,Largest Contentful Paint,0.72,1746.0,millisecond,http://црро.рф
first-contentful-paint,First Contentful Paint,0.76,1195.0,millisecond,http://црро.рф
interactive,Time to Interactive,0.7,3499.0,millisecond,https://www.mnogodobra76.ru
largest-contentful-paint,Largest Contentful Paint,0.7,1820.0,millisecond,https://www.mnogodobra76.ru
first-contentful-paint,First Contentful Paint,0.96,780.0,millisecond,https://www.mnogodobra76.ru
interactive,Time to Interactive,0.78,3109.0,millisecond,http://стбф.рф
largest-contentful-paint,Largest Contentful Paint,0.23,3577.0,millisecond,http://стбф.рф
first-contentful-paint,First Contentful Paint,0.8,1120.0,millisecond,http://стбф.рф
interactive,Time to Interactive,1.0,1161.0,millisecond,http://kvantorium79.ru
largest-contentful-paint,Largest Contentful Paint,0.83,1435.5,millisecond,http://kvantorium79.ru
first-contentful-paint,First Contentful Paint,0.89,960.0,millisecond,http://kvantorium79.ru
interactive,Time to Interactive,0.53,4321.0,millisecond,http://svolunteer41.ru
largest-contentful-paint,Largest Contentful Paint,0.34,3005.5,millisecond,http://svolunteer41.ru
first-contentful-paint,First Contentful Paint,0.83,1071.0,millisecond,http://svolunteer41.ru
interactive,Time to Interactive,0.88,2565.5,millisecond,http://dpsclynx.ru
largest-contentful-paint,Largest Contentful Paint,0.61,2050.0,millisecond,http://dpsclynx.ru
first-contentful-paint,First Contentful Paint,0.92,880.0,millisecond,http://dpsclynx.ru
interactive,Time to Interactive,0.96,1944.5,millisecond,http://ангел-хранитель46.рф
largest-contentful-paint,Largest Contentful Paint,0.11,4605.0,millisecond,http://ангел-хранитель46.рф
first-contentful-paint,First Contentful Paint,0.62,1408.0,millisecond,http://ангел-хранитель46.рф
interactive,Time to Interactive,0.99,1556.5,millisecond,http://gaet.ru
largest-contentful-paint,Largest Contentful Paint,0.88,1275.0,millisecond,http://gaet.ru
first-contentful-paint,First Contentful Paint,0.89,952.5,millisecond,http://gaet.ru
interactive,Time to Interactive,1.0,610.0,millisecond,http://matronalo.ru
largest-contentful-paint,Largest Contentful Paint,0.81,1480.0,millisecond,http://matronalo.ru
first-contentful-paint,First Contentful Paint,0.99,610.0,millisecond,http://matronalo.ru
interactive,Time to Interactive,0.51,4423.0,millisecond,http://zabiznes-maintenance.ru
largest-contentful-paint,Largest Contentful Paint,0.21,3720.5,millisecond,http://zabiznes-maintenance.ru
first-contentful-paint,First Contentful Paint,0.44,1709.0,millisecond,http://zabiznes-maintenance.ru
interactive,Time to Interactive,0.99,1403.0,millisecond,http://dosaaf-brz.ru
largest-contentful-paint,Largest Contentful Paint,0.48,2460.0,millisecond,http://dosaaf-brz.ru
first-contentful-paint,First Contentful Paint,0.65,1363.0,millisecond,http://dosaaf-brz.ru
interactive,Time to Interactive,0.99,1353.5,millisecond,http://priut-marfa.ru
largest-contentful-paint,Largest Contentful Paint,0.53,2306.0,millisecond,http://priut-marfa.ru
first-contentful-paint,First Contentful Paint,0.79,1136.0,millisecond,http://priut-marfa.ru
interactive,Time to Interactive,1.0,919.0,millisecond,http://sunnytomorrow.ru
largest-contentful-paint,Largest Contentful Paint,0.72,1754.0,millisecond,http://sunnytomorrow.ru
first-contentful-paint,First Contentful Paint,0.98,651.0,millisecond,http://sunnytomorrow.ru
interactive,Time to Interactive,1.0,1030.0,millisecond,http://iecollege.ru
largest-contentful-paint,Largest Contentful Paint,0.99,607.0,millisecond,http://iecollege.ru
first-contentful-paint,First Contentful Paint,1.0,529.5,millisecond,http://iecollege.ru
interactive,Time to Interactive,0.75,3261.0,millisecond,http://godnauki.ru
largest-contentful-paint,Largest Contentful Paint,0.28,3300.0,millisecond,http://godnauki.ru
first-contentful-paint,First Contentful Paint,0.96,780.0,millisecond,http://godnauki.ru
interactive,Time to Interactive,0.87,2668.0,millisecond,http://nationalpriority.ru
largest-contentful-paint,Largest Contentful Paint,0.35,2960.0,millisecond,http://nationalpriority.ru
first-contentful-paint,First Contentful Paint,0.5,1597.0,millisecond,http://nationalpriority.ru
interactive,Time to Interactive,0.83,2893.0,millisecond,http://nationalprojects.ru
largest-contentful-paint,Largest Contentful Paint,0.25,3429.5,millisecond,http://nationalprojects.ru
first-contentful-paint,First Contentful Paint,0.73,1230.0,millisecond,http://nationalprojects.ru
interactive,Time to Interactive,0.52,4388.0,millisecond,http://stopcaronavirus.ru
largest-contentful-paint,Largest Contentful Paint,0.91,1150.0,millisecond,http://stopcaronavirus.ru
first-contentful-paint,First Contentful Paint,0.81,1110.0,millisecond,http://stopcaronavirus.ru
interactive,Time to Interactive,0.66,3700.0,millisecond,http://stopcaronovirus.ru
largest-contentful-paint,Largest Contentful Paint,0.36,2900.0,millisecond,http://stopcaronovirus.ru
first-contentful-paint,First Contentful Paint,0.81,1110.0,millisecond,http://stopcaronovirus.ru
interactive,Time to Interactive,0.73,3364.0,millisecond,http://stopcoronovirus.ru
largest-contentful-paint,Largest Contentful Paint,0.88,1267.0,millisecond,http://stopcoronovirus.ru
first-contentful-paint,First Contentful Paint,0.81,1110.0,millisecond,http://stopcoronovirus.ru
interactive,Time to Interactive,0.88,2611.0,millisecond,http://tyvigre.ru
largest-contentful-paint,Largest Contentful Paint,0.2,3773.0,millisecond,http://tyvigre.ru
first-contentful-paint,First Contentful Paint,0.81,1102.0,millisecond,http://tyvigre.ru
interactive,Time to Interactive,0.14,7428.0,millisecond,http://бумбатл.рф
largest-contentful-paint,Largest Contentful Paint,0.0,11322.0,millisecond,http://бумбатл.рф
first-contentful-paint,First Contentful Paint,0.78,1155.0,millisecond,http://бумбатл.рф
interactive,Time to Interactive,0.43,4902.0,millisecond,http://годнауки.рф
largest-contentful-paint,Largest Contentful Paint,0.82,1460.0,millisecond,http://годнауки.рф
first-contentful-paint,First Contentful Paint,0.98,700.0,millisecond,http://годнауки.рф
interactive,Time to Interactive,0.3,5767.0,millisecond,http://годнауки2021.рф
largest-contentful-paint,Largest Contentful Paint,0.91,1180.0,millisecond,http://годнауки2021.рф
first-contentful-paint,First Contentful Paint,0.86,1020.0,millisecond,http://годнауки2021.рф
interactive,Time to Interactive,0.61,3925.0,millisecond,http://english-prodlenka.ru
largest-contentful-paint,Largest Contentful Paint,0.29,3263.0,millisecond,http://english-prodlenka.ru
