vk,count_members,count_posts_all,count_posts_per_month,likes_overall_all,likes_mean_all,comments_overall_all,comments_mean_all,reposts_overall_all,reposts_mean_all,views_overall_all,views_mean_all,ads_overall_all,ads_mean_all,ogrn,shortName,fullName,field,website,group_id
https://vk.com/club26021102,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1177700005064,"НЕКОММЕРЧЕСКИЙ ФОНД ""МИР ТЕАТРАЛА""","НЕКОММЕРЧЕСКИЙ ФОНД КУЛЬТУРНЫХ И ГУМАНИТАРНЫХ ИНИЦИАТИВ ""МИР ТЕАТРАЛА""","Культура, искусство",mirteatrala.ru,club26021102
https://vk.com/club26231402,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1026605245732,"АНО ЦЕНТР ""АНАЛИТИК""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ЦЕНТР ""АНАЛИТИК""","Образование, просвещение",rc-analitik.ru,club26231402
https://vk.com/club26591522,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1120200004210,"РОО СК ""УФИМЕЦ"" РБ","РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ СПОРТИВНЫЙ КЛУБ ""УФИМЕЦ"" РЕСПУБЛИКИ БАШКОРТОСТАН",Спорт,ск-уфимец.рф,club26591522
https://vk.com/club26976303,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1093400005071,"МБОО ""КЗГП""","МЕЖРЕГИОНАЛЬНАЯ БЛАГОТВОРИТЕЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""КОМИТЕТ ПО ЗАЩИТЕ ГРАЖДАНСКИХ ПРАВ""",Правозащита,lawprotect.ru,club26976303
https://vk.com/club28734376,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1117000000325,"ОФ ""ПРАВО НА ДЕТСТВО""","РЕГИОНАЛЬНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД ""ПРАВО НА ДЕТСТВО"" ТОМСКОЙ ОБЛАСТИ","Организации для семей, женщин, детей и подростков",http://deti-fond.tomsk.ru,club28734376
https://vk.com/club28897854,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1130200000920,"АНО КК ""ГРАЦИЯ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ КОННЫЙ КЛУБ ""ГРАЦИЯ""",Экология и животные,ккграция.рф,club28897854
https://vk.com/club30557121,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1107799017941,АНО ОО «ЦО «ВСТУПЛЕНИЕ»,АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ «ОБЩЕОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ «ЦЕНТР ОБРАЗОВАНИЯ «ВСТУПЛЕНИЕ»,"Образование, просвещение",vstuplenie.com,club30557121
https://vk.com/club306004,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1107800006203,ДОСААФ РОССИИ САНКТ-ПЕТЕРБУРГА И ЛЕНИНГРАДСКОЙ ОБЛАСТИ,"МЕЖРЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННО-ГОСУДАРСТВЕННОЙ ОРГАНИЗАЦИИ ""ДОБРОВОЛЬНОЕ ОБЩЕСТВО СОДЕЙСТВИЯ АРМИИ, АВИАЦИИ И ФЛОТУ РОССИИ"" САНКТ-ПЕТЕРБУРГА И ЛЕНИНГРАДСКОЙ ОБЛАСТИ","Ветераны, военные и патриоты",dosaafspb.ru,club306004
https://vk.com/club30603656,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1022402645550,"АНО ПОЦ ""ФЛЕР""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ПРОФЕССИОНАЛЬНЫЙ ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ""ФЛЕР""","Образование, просвещение",flior.ru,club30603656
https://vk.com/club31667402,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1027800012008,"БКОО ""МСП""","САНКТ-ПЕТЕРБУРГСКАЯ БЛАГОТВОРИТЕЛЬНАЯ КАТОЛИЧЕСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""МАЛЬТИЙСКАЯ СЛУЖБА ПОМОЩИ""",Религия,malteser-spb.ru,club31667402
https://vk.com/club31908311,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1028600942700,АНО «СТУДИЯ ТАНЦЕВ «ОЧАРОВАНИЕ»,АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ «СТУДИЯ ТАНЦЕВ «ОЧАРОВАНИЕ»,"Образование, просвещение",dance-nv.ru,club31908311
https://vk.com/club33415249,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1033692005313,"ВРОО ИСТОРИКО-ПАТРИОТИЧЕСКОЕ ПОИСКОВОЕ ОБЪЕДИНЕНИЕ ""ДОН""","ВОРОНЕЖСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ИСТОРИКО-ПАТРИОТИЧЕСКОЕ ПОИСКОВОЕ ОБЪЕДИНЕНИЕ ""ДОН""","Поисковые отряды, добровольные спасатели",don-poisk.com,club33415249
https://vk.com/club36003337,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1025900922585,"НО ""БЛАГОТВОРИТЕЛЬНЫЙ ПРОСВЕТИТЕЛЬСКИЙ ФОНД ""БЕЛЫЙ КАМЕНЬ""","НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""БЛАГОТВОРИТЕЛЬНЫЙ ПРОСВЕТИТЕЛЬСКИЙ ФОНД ""БЕЛЫЙ КАМЕНЬ""","Адресная помощь, благотворительность",uralekskursii.ru,club36003337
https://vk.com/club36493892,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1125000008121,"МО РОО ""УМКА""","МОСКОВСКАЯ ОБЛАСТНАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ПОМОЩИ БЕЗДОМНЫМ ЖИВОТНЫМ ""УМКА""",Экология и животные,umkadm.ru,club36493892
https://vk.com/club36501350,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1026000004480,,"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ПСКОВСКИЙ ОБЛАСТНОЙ ЕВРЕЙСКИЙ БЛАГОТВОРИТЕЛЬНЫЙ ЦЕНТР ""ХЭСЭД ИЦХАК"" (""МИЛОСЕРДИЕ"")","Адресная помощь, благотворительность",hesedpskov.ru,club36501350
https://vk.com/club37706482,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1045008356535,"АНО ДО ""ЦЕНТР ""ПАРТНЕР""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ЦЕНТР ИНОСТРАННЫХ ЯЗЫКОВ И МЕЖДУНАРОДНОГО СОТРУДНИЧЕСТВА ""ПАРТНЕР""","Образование, просвещение",sp-partner.ru,club37706482
https://vk.com/club3793854,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1027809210285,ТРААМ,"УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""САНКТ-ПЕТЕРБУРГСКИЙ ТЕАТР ""РУССКАЯ АНТРЕПРИЗА"" ИМЕНИ АНДРЕЯ МИРОНОВА""","Культура, искусство",mironov-theatre.ru,club3793854
https://vk.com/club37951004,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1022201758150,БАРНАУЛЬСКИЙ КООПЕРАТИВНЫЙ ТЕХНИКУМ,"ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ""БАРНАУЛЬСКИЙ КООПЕРАТИВНЫЙ ТЕХНИКУМ АЛТАЙСКОГО КРАЙПОТРЕБСОЮЗА""","Образование, просвещение",bkt-akps.ru,club37951004
https://vk.com/club38878860,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1026900569410,"ТР АССОЦИАЦИЯ ПСИХОЛОГОВ ""ЦЕНТР РАЗВИТИЯ ЛИЧНОСТИ""","ТВЕРСКАЯ РЕГИОНАЛЬНАЯ АССОЦИАЦИЯ ПСИХОЛОГОВ ""ЦЕНТР РАЗВИТИЯ ЛИЧНОСТИ""",Профессиональная организация,personrost.ru,club38878860
https://vk.com/club40073,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1026300008305,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""СОФФ""","РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""САМАРСКАЯ ОБЛАСТНАЯ ФЕДЕРАЦИЯ ФУТБОЛА""",Спорт,so-ff.ru,club40073
https://vk.com/club40104706,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1097799014477,"БФ ""ДЕТСКИЙ КИНОМАЙ""","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОМОЩИ ДЕТЯМ ""ДЕТСКИЙ КИНОМАЙ""","Организации для семей, женщин, детей и подростков",kino-may.ru,club40104706
https://vk.com/club40349462,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1086600001795,"БФ ""МЫ ВМЕСТЕ""","БЛАГОТВОРИТЕЛЬНЫЙ ДЕТСКИЙ ФОНД ""МЫ ВМЕСТЕ""","Организации для семей, женщин, детей и подростков",fond-vmeste.ru,club40349462
https://vk.com/club40582009,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1164700050503,"БФ ""АНГЕЛ НАДЕЖДЫ""","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПО ОКАЗАНИЮ ПОМОЩИ ДЕТЯМ-ИНВАЛИДАМ И МНОГОДЕТНЫМ СЕМЬЯМ ""АНГЕЛ НАДЕЖДЫ""",Инвалиды,angelofhope.ru,club40582009
https://vk.com/club40686306,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1047796238401,"АНО СПО ""ПРАВОСЛАВНАЯ СЕМЬЯ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ СОЦИАЛЬНО-ПСИХОЛОГИЧЕСКОЕ ОБЪЕДИНЕНИЕ ""ПРАВОСЛАВНАЯ СЕМЬЯ""","Организации для семей, женщин, детей и подростков",www.pravsemya.ru,club40686306
https://vk.com/club41285990,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1056900168632,"АНОДПО ""СОВРЕМЕННАЯ ШКОЛА ЗНАНИЙ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""СОВРЕМЕННАЯ ШКОЛА ЗНАНИЙ""","Образование, просвещение",center69.ru,club41285990
https://vk.com/club41423,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1047746003656,"МОО - ППОР ""РГУФК""","МЕСТНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ - ПЕРВИЧНАЯ ПРОФСОЮЗНАЯ ОРГАНИЗАЦИЯ РАБОТНИКОВ ГОСУДАРСТВЕННОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ФИЗИЧЕСКОЙ КУЛЬТУРЫ, СПОРТА И ТУРИЗМА"" - ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ - МОСКОВСКОГО ГОРОДСКОГО ПРОФЕССИОНАЛЬНОГО СОЮЗА РАБОТНИКОВ КУЛЬТУРЫ",Профсоюзы,www.sportedu.ru,club41423
https://vk.com/club42766841,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1027739408707,"МБШ ""ВИТА""","ЧАСТНОЕ УЧРЕЖДЕНИЕ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""МЕДИКО-БИОЛОГИЧЕСКАЯ ШКОЛА ""ВИТА""","Образование, просвещение",vita.ru,club42766841
https://vk.com/club43621728,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1027739660761,"РОО ""СОВЕТ ПО МОРСКИМ МЛЕКОПИТАЮЩИМ""","РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ СОДЕЙСТВИЯ СОХРАНЕНИЮ МОРСКИХ МЛЕКОПИТАЮЩИХ ""СОВЕТ ПО МОРСКИМ МЛЕКОПИТАЮЩИМ""",Экология и животные,marmam.ru,club43621728
https://vk.com/club43642450,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1087799036071,"РОО ""МЫ И НАШИ ДЕТИ""","РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ПОДДЕРЖКИ СЕМЕЙ, ИМЕЮЩИХ ДЕТЕЙ, И ДЕТЕЙ-СИРОТ ""МЫ И НАШИ ДЕТИ""","Организации для семей, женщин, детей и подростков",greendoor1995.ru,club43642450
https://vk.com/club4497639,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1081800001898,"АНО ""ДЕТСКАЯ ЭСТРАДНАЯ СТУДИЯ ""ДЕЛЬФИН""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ДЕТСКАЯ ЭСТРАДНАЯ СТУДИЯ ""ДЕЛЬФИН""","Организации для семей, женщин, детей и подростков",zvezdafest.ru,club4497639
https://vk.com/club45248856,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1149204020130,"АНО ДПО ""БИЗНЕС-АКАДЕМИЯ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""БИЗНЕС-АКАДЕМИЯ""","Образование, просвещение",sev-academy.ru,club45248856
https://vk.com/club45531559,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1155300000360,"ЧУ ""МАСТЕРСКАЯ-МУЗЕЙ РЕАЛИСТИЧЕСКОЙ ЖИВОПИСИ АЛЕКСАНДРА ВАРЕНЦОВА""","ЧАСТНОЕ УЧРЕЖДЕНИЕ ""МАСТЕРСКАЯ-МУЗЕЙ РЕАЛИСТИЧЕСКОЙ ЖИВОПИСИ АЛЕКСАНДРА ВАРЕНЦОВА""","Культура, искусство",novgorodmusey.ru,club45531559
https://vk.com/club47497323,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1101300000670,"РО ООГО ""ДОСААФ РОССИИ"" РЕСПУБЛИКИ МОРДОВИЯ","РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННО-ГОСУДАРСТВЕННОЙ ОРГАНИЗАЦИИ ""ДОБРОВОЛЬНОЕ ОБЩЕСТВО СОДЕЙСТВИЯ АРМИИ, АВИАЦИИ И ФЛОТУ РОССИИ"" РЕСПУБЛИКИ МОРДОВИЯ","Ветераны, военные и патриоты",dosaaf-13.ru,club47497323
https://vk.com/club476784,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1105700000130,"ОРОООО ""РКЗМ"" - ОРЛОВСКИЙ СОВЕТ МИРА И СОГЛАСИЯ","ОРЛОВСКОЕ РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""РОССИЙСКИЙ КОМИТЕТ ЗАЩИТЫ МИРА"" - ОРЛОВСКИЙ СОВЕТ МИРА И СОГЛАСИЯ","Ветераны, военные и патриоты",sovetmiraorel.ru,club476784
https://vk.com/club48206019,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1020300000885,,"РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ – ДУХОВНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО РЕЛИГИОЗНОГО ОБРАЗОВАНИЯ БУДДИЙСКИЙ УНИВЕРСИТЕТ ""ДАШИ ЧОЙНХОРЛИН"" ИМЕНИ ДАМБА ДАРЖА ЗАЯЕВА","Образование, просвещение",budduniver.ru,club48206019
https://vk.com/club49385995,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1113850055395,ФИБС,"ФОНД ""ИРКУТСКИЙ БОТАНИЧЕСКИЙ САД""",Экология и животные,irkdetzoo.ru,club49385995
https://vk.com/club51667974,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1022900002377,АРХОО ВЭП; АРХАНГЕЛЬСКАЯ ОБЛАСТНАЯ ОРГАНИЗАЦИЯ ВСЕРОССИЙСКОГО ЭЛЕКТРОПРОФСОЮЗА,"АРХАНГЕЛЬСКАЯ ОБЛАСТНАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""ВСЕРОССИЙСКИЙ ЭЛЕКТРОПРОФСОЮЗ""",Профсоюзы,arhelprof.ru,club51667974
https://vk.com/club5400549,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1037739089376,"РООИ ""ТВОРЧЕСКОЕ ПАРТНЕРСТВО""","РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ИНВАЛИДОВ ""ТВОРЧЕСКОЕ ПАРТНЕРСТВО""",Инвалиды,art-p.ru,club5400549
https://vk.com/club54295709,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1033918503024,КР ( Т) ОО РПСМ,КАЛИНИНГРАДСКАЯ РЕГИОНАЛЬНАЯ (ТЕРРИТОРИАЛЬНАЯ) ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ РОССИЙСКОГО ПРОФЕССИОНАЛЬНОГО СОЮЗА МОРЯКОВ,Профсоюзы,surpr.ru,club54295709
https://vk.com/club54918891,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1132468025491,"КРОО ""СИБИРСКИЙ СПОРТИВНЫЙ КЛУБ""","КРАСНОЯРСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""СИБИРСКИЙ СПОРТИВНЫЙ КЛУБ""",Спорт,сибспортклуб.рф,club54918891
https://vk.com/club55946664,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1125200002730,"НР ДОО ""ЦЕНТР СОВРЕМЕННОЙ ХОРЕОГРАФИИ""","НИЖЕГОРОДСКАЯ РЕГИОНАЛЬНАЯ ДЕТСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР СОВРЕМЕННОЙ ХОРЕОГРАФИИ""","Организации для семей, женщин, детей и подростков",цсх-нн.рф,club55946664
https://vk.com/club56376224,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1035000034464,,МЕСТНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ПРАВОСЛАВНЫЙ ПРИХОД НИКОЛЬСКОГО ХРАМА С. НИКОЛО-УРЮПИНО КРАСНОГОРСКОГО РАЙОНА МОСКОВСКОЙ ОБЛАСТИ МОСКОВСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ,Религия,nikolo-urupino.ru,club56376224
https://vk.com/club56803164,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1122600001622,"РОО НКА АБАЗИН СТАВРОПОЛЬСКОГО КРАЯ ""АБАЗА""","РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ НАЦИОНАЛЬНО-КУЛЬТУРНАЯ АВТОНОМИЯ АБАЗИН СТАВРОПОЛЬСКОГО КРАЯ ""АБАЗА""",Организации по этническому принципу,abaza26.ru,club56803164
https://vk.com/club57224785,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1027400001530,ВОА,ЧЕЛЯБИНСКОЕ ОБЛАСТНОЕ ОТДЕЛЕНИЕ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ВСЕРОССИЙСКОГО ОБЩЕСТВА АВТОМОБИЛИСТОВ,Потребительская организация,voa74.ru,club57224785
https://vk.com/club57412402,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1135200002475,"НП ""АКШ""","НЕКОММЕРЧЕСКОЕ ПАРТНЕРСТВО ""АССОЦИАЦИЯ КАРАТЭ-ДО ШИТО-РЮ""",Спорт,каратека.рф,club57412402
https://vk.com/club57482423,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1055200023537,,"РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ""АРЗАМАССКИЙ СПАСО-ПРЕОБРАЖЕНСКИЙ МУЖСКОЙ МОНАСТЫРЬ НИЖЕГОРОДСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ (МОСКОВСКИЙ ПАТРИАРХАТ)""",Религия,ar-mon.ru,club57482423
https://vk.com/club5765139,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1126400003630,"СРО ""АМПР""","САРАТОВСКОЕ РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""АССОЦИАЦИЯ МОЛОДЫХ ПРЕДПРИНИМАТЕЛЕЙ""",Поддержка предпринимательства,moldelo.ru,club5765139
https://vk.com/club5942665,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1037707016720,"НП ""ТЕАТРАЛЬНЫЙ ЦЕНТР СТД РФ (ВТО) ""НА СТРАСТНОМ""","НЕКОММЕРЧЕСКОЕ ПАРТНЕРСТВО ""ТЕАТРАЛЬНЫЙ ЦЕНТР СОЮЗА ТЕАТРАЛЬНЫХ ДЕЯТЕЛЕЙ РОССИЙСКОЙ ФЕДЕРАЦИИ (ВСЕРОССИЙСКОГО ТЕАТРАЛЬНОГО ОБЩЕСТВА) ""НА СТРАСТНОМ""","Культура, искусство",nastrastnom.ru/,club5942665
https://vk.com/club598315,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1133500001172,"ВРОО ""СТК ""БОМОНД""","ВОЛОГОДСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""СПОРТИВНО-ТАНЦЕВАЛЬНЫЙ КЛУБ ""БОМОНД""",Спорт,stkbomond.ru,club598315
https://vk.com/club5990329,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1037739533150,"АНО ""ПРОФИ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР ПРОФЕССИОНАЛЬНОЙ ОРИЕНТАЦИИ ""ПРОФИ""","Образование, просвещение",www.study-abroad.ru,club5990329
https://vk.com/club60144428,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1135000002631,"АНО ""РАДОСТЬ МОЯ""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ СОДЕЙСТВИЯ СОЦИАЛЬНОЙ РЕАБИЛИТАЦИИ ДЕТЕЙ-ИНВАЛИДОВ И ИНВАЛИДОВ С ДЕТСТВА ""РАДОСТЬ МОЯ""",Инвалиды,radostm.ru,club60144428
https://vk.com/club60242185,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1127400003389,"ЧГОО ""ФЕДЕРАЦИЯ ТАНЦЕВАЛЬНОГО СПОРТА""","ЧЕЛЯБИНСКАЯ ГОРОДСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ ТАНЦЕВАЛЬНОГО СПОРТА""",Спорт,fts-chel.ru,club60242185
https://vk.com/club60728763,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1026900006209,,МЕСТНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ПРАВОСЛАВНЫЙ ПРИХОД ВОЗНЕСЕНСКОГО СОБОРА Г. РЖЕВА РЖЕВСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ (МОСКОВСКИЙ ПАТРИАРХАТ),Религия,voznesenie-rzhev.ru,club60728763
https://vk.com/club61629515,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1208600007880,"РО ВТОО ""СХР"" ПО ХМАО-ЮГРЕ","РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ВСЕРОССИЙСКОЙ ТВОРЧЕСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""СОЮЗ ХУДОЖНИКОВ РОССИИ"" ПО ХАНТЫ-МАНСИЙСКОМУ АВТОНОМНОМУ ОКРУГУ-ЮГРЕ","Культура, искусство",shr-hmao.ru,club61629515
https://vk.com/club62882008,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1092700001063,"БФ ""РОСТОЧЕК""","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ОКАЗАНИЯ ПОМОЩИ ДЕТЯМ ""РОСТОЧЕК""","Организации для семей, женщин, детей и подростков",фондросточек.рф,club62882008
https://vk.com/club67056842,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1142300000149,"БФ ""СОЛНЦЕ В ЛАДОШКАХ""","БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ СЕМЬИ, МАТЕРИНСТВА И ДЕТСТВА ""СОЛНЦЕ В ЛАДОШКАХ""","Организации для семей, женщин, детей и подростков",http://solncevladoshkah.ru,club67056842
https://vk.com/club67597243,,18.0,1.29,458.0,25.44,13.0,0.72,458.0,25.44,,,,,1023000823207,"ОАНО ВО ""ИМЭФ""","ОБРАЗОВАТЕЛЬНАЯ АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ИНСТИТУТ МИРОВОЙ ЭКОНОМИКИ И ФИНАНСОВ""","Образование, просвещение",imef.ru,club67597243
