issuer,notAfter,notBefore,website,error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 28 07:48:39 2022 GMT,Dec 28 07:48:40 2021 GMT,http://вратагипербореи.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 29 05:45:58 2022 GMT,Dec 29 05:45:59 2021 GMT,http://северныйволк.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  2 06:53:51 2022 GMT,Nov  4 06:53:52 2021 GMT,https://speleoatlas.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 13 01:02:18 2022 GMT,Dec 13 01:02:19 2021 GMT,http://formula-vrn.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 15 00:00:12 2022 GMT,Dec 15 00:00:13 2021 GMT,http://so-obshchestvo.ru,No error
,,,http://aisko.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'aisko.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 24 16:00:17 2022 GMT,Dec 24 16:00:18 2021 GMT,http://sroaisko.ru,No error
,,,http://srfzpd.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'srfzpd.ru'. (_ssl.c:1076)"
,,,http://ammakirov.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', 'DigiCert Inc']], [['organizationalUnitName', 'www.digicert.com']], [['commonName', 'Thawte TLS RSA CA G1']]]",Nov 17 23:59:59 2022 GMT,Nov  3 00:00:00 2021 GMT,https://www.cska-rugby.ru,No error
,,,http://berchess.ru,timeout : timed out
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 26 16:40:23 2022 GMT,Nov 28 16:40:24 2021 GMT,http://ipscenter.ru,No error
,,,http://myburyatiya.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'myburyatiya.ru'. (_ssl.c:1076)"
,,,http://muznaslediepskov.ru,SSLError : [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 20 05:46:53 2022 GMT,Dec 20 05:46:54 2021 GMT,http://ferma51.ru,No error
,,,http://ферма51.рф,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'xn--51-6kct9ax0a.xn--p1ai'. (_ssl.c:1076)"
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'GlobalSign GCC R3 DV TLS CA 2020']]]",Sep 14 15:04:33 2022 GMT,Aug 13 15:04:33 2021 GMT,http://fznc.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 17 20:24:58 2022 GMT,Nov 19 20:24:59 2021 GMT,http://имеюправожить.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 21 10:45:28 2022 GMT,Dec 21 10:45:29 2021 GMT,http://rc-n.ru,No error
,,,http://auto1dosaaf.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'auto1dosaaf.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  6 20:14:59 2022 GMT,Nov  8 20:15:00 2021 GMT,http://crm-mb62.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 28 23:12:29 2022 GMT,Oct 30 23:12:30 2021 GMT,http://export-rzn.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  9 08:30:57 2022 GMT,Dec  9 08:30:58 2021 GMT,http://mb-62.ru,No error
,,,http://potok62.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  9 08:30:55 2022 GMT,Dec  9 08:30:56 2021 GMT,http://бизнес-62.рф,No error
,,,http://fsirynrf.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  6 04:54:14 2022 GMT,Dec  6 04:54:15 2021 GMT,http://родныеязыки.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 11 02:39:39 2022 GMT,Nov 13 02:39:40 2021 GMT,http://vpolyota.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 20 01:46:09 2022 GMT,Nov 22 01:46:10 2021 GMT,http://национальный-университет.рф,No error
,,,http://противодействие-коррупции.рф,timeout : timed out
,,,http://rkiural.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
,,,http://smart-j.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 16 02:32:48 2022 GMT,Dec 16 02:32:49 2021 GMT,http://mfmza.ru,No error
,,,http://tsom74.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'tsom74.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 13 00:25:01 2022 GMT,Dec 13 00:25:02 2021 GMT,http://fund-veles.ru,No error
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'GlobalSign GCC R3 DV TLS CA 2020']]]",Nov 26 07:53:22 2022 GMT,Oct 25 07:53:22 2021 GMT,http://avtokurs-spb.ru,No error
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'AlphaSSL CA - SHA256 - G2']]]",Jul  5 15:43:22 2022 GMT,Jun  3 15:43:22 2021 GMT,http://dar-edu.ru,No error
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'GlobalSign GCC R3 DV TLS CA 2020']]]",Dec 17 09:32:59 2022 GMT,Nov 15 09:32:59 2021 GMT,http://kvalifik.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 25 07:22:15 2022 GMT,Oct 27 07:22:16 2021 GMT,http://opkfond.ru,No error
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'GlobalSign GCC R3 DV TLS CA 2020']]]",Dec 18 03:10:36 2022 GMT,Nov 16 03:10:36 2021 GMT,http://poimi.ru,No error
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'GlobalSign GCC R3 DV TLS CA 2020']]]",Dec 17 14:20:10 2022 GMT,Nov 15 14:20:10 2021 GMT,http://prorisunok.ru,No error
,,,http://ucvt.ru,timeout : timed out
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  6 19:04:23 2022 GMT,Jan  6 19:04:24 2022 GMT,http://sredafond.ru,No error
,,,http://вроои-влг.рф,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'xn----ctbbewuraq.xn--p1ai'. (_ssl.c:1076)"
,,,http://iro36.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'iro36.ru'. (_ssl.c:1076)"
,,,http://uran36.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'uran36.ru'. (_ssl.c:1076)"
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'AlphaSSL CA - SHA256 - G2']]]",Jun 18 09:25:47 2022 GMT,May 17 09:25:47 2021 GMT,http://rastemvmestekgd.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  1 09:38:08 2022 GMT,Jan  1 09:38:09 2022 GMT,http://pooofog.ru,No error
,,,http://hramkreva.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'hramkreva.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 25 04:46:19 2022 GMT,Dec 25 04:46:20 2021 GMT,https://www.dobro-mami.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 24 01:32:31 2022 GMT,Dec 24 01:32:32 2021 GMT,http://vgek-kirov.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 10 00:33:11 2022 GMT,Nov 12 00:33:12 2021 GMT,https://наши-дети.org,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 26 07:17:30 2022 GMT,Oct 28 07:17:31 2021 GMT,https://vrooserdca.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  6 10:34:55 2022 GMT,Nov  8 10:34:56 2021 GMT,http://lricc.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  6 10:34:55 2022 GMT,Nov  8 10:34:56 2021 GMT,http://цпимк.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 28 11:31:43 2022 GMT,Nov 30 11:31:44 2021 GMT,http://анфппо.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 26 20:09:50 2022 GMT,Dec 26 20:09:51 2021 GMT,http://mifeo.ru,No error
,,,http://мифэо.рф,SSLError : [SSL: TLSV1_UNRECOGNIZED_NAME] tlsv1 unrecognized name (_ssl.c:1076)
,,,http://mytogetut.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 31 00:00:11 2022 GMT,Dec 31 00:00:12 2021 GMT,http://rykapomoshi.ru,No error
,,,http://fzpg-nn.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'fzpg-nn.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  4 17:18:09 2022 GMT,Dec  4 17:18:10 2021 GMT,http://ck-amur.ru,No error
,,,http://orientir18.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'orientir18.ru'. (_ssl.c:1076)"
,,,http://625-olymp.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  8 10:41:55 2022 GMT,Dec  8 10:41:56 2021 GMT,http://e-inventor.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  6 23:53:10 2022 GMT,Jan  6 23:53:11 2022 GMT,http://vsouz.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 12 17:19:24 2022 GMT,Dec 12 17:19:25 2021 GMT,http://css31.ru,No error
,,,http://vsemirnyestudencheskieigry2023.ru,"gaierror : [Errno 8] nodename nor servname provided, or not known"
,,,http://всемирныестуденческиеигры.рф,timeout : timed out
,,,http://всемирныестуденческиеигры2023.рф,timeout : timed out
,,,http://avialevcovo.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'avialevcovo.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  1 12:02:29 2022 GMT,Dec  1 12:02:30 2021 GMT,http://твопр.рф,No error
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Oct 22 23:59:59 2022 GMT,Sep 22 00:00:00 2021 GMT,http://slav-institut.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  3 05:03:05 2022 GMT,Nov  5 05:03:06 2021 GMT,http://ipaasib.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 24 05:03:02 2022 GMT,Oct 26 05:03:03 2021 GMT,http://vmestevpered.ru,No error
,,,http://вместевперёд.рф,SSLError : [SSL: TLSV1_UNRECOGNIZED_NAME] tlsv1 unrecognized name (_ssl.c:1076)
,,,http://вместевперед.рф,SSLError : [SSL: TLSV1_UNRECOGNIZED_NAME] tlsv1 unrecognized name (_ssl.c:1076)
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Oct 27 23:59:59 2022 GMT,Oct 27 00:00:00 2021 GMT,http://fpdivobl.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 17 15:01:11 2022 GMT,Nov 19 15:01:12 2021 GMT,http://fond-nasharodina.ru,No error
,,,http://фонд73.рф,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 12 07:09:23 2022 GMT,Dec 12 07:09:24 2021 GMT,http://выбирайосознанно.рф,No error
,,,http://цппкс.рф,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 23 21:24:18 2022 GMT,Dec 23 21:24:19 2021 GMT,http://nationalsovet.ru,No error
,,,http://обучениекадров.рф,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'xn--80abehdauryhix5a0d.xn--p1ai'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 30 05:25:18 2022 GMT,Dec 30 05:25:19 2021 GMT,http://росавтопрестиж.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 24 23:22:16 2022 GMT,Nov 26 23:22:17 2021 GMT,http://sisport.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 27 05:22:38 2022 GMT,Nov 29 05:22:39 2021 GMT,http://moyakomanda46.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  1 05:26:29 2022 GMT,Nov  3 05:26:30 2021 GMT,http://sport-pokolenie.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  4 23:18:28 2022 GMT,Jan  4 23:18:29 2022 GMT,http://murkosha.ru,No error
,,,http://fondbezgranits.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 21 04:47:41 2022 GMT,Dec 21 04:47:42 2021 GMT,http://fond-gatov.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  8 12:33:13 2022 GMT,Nov 10 12:33:14 2021 GMT,https://человекнапротив.рф,No error
,,,http://antinarko-krasnodar.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'antinarko-krasnodar.ru'. (_ssl.c:1076)"
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",May 27 23:59:59 2022 GMT,Apr 27 00:00:00 2021 GMT,http://stardirection.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 28 21:35:38 2022 GMT,Dec 28 21:35:39 2021 GMT,https://fondchildren.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 28 07:53:43 2022 GMT,Nov 30 07:53:44 2021 GMT,https://valeriykhalilov.com,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 25 12:05:14 2022 GMT,Dec 25 12:05:15 2021 GMT,http://fond214kd.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  3 07:36:39 2022 GMT,Dec  3 07:36:40 2021 GMT,http://pomor-schooner.ru,No error
,,,http://arcticmicroplastic.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://фонд29.рф,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 21 23:58:31 2022 GMT,Dec 21 23:58:32 2021 GMT,https://www.govoroon-centr.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 29 17:33:30 2022 GMT,Dec 29 17:33:31 2021 GMT,http://sportrobotics.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  7 20:37:09 2022 GMT,Dec  7 20:37:10 2021 GMT,http://i-m-i.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 24 00:02:51 2022 GMT,Dec 24 00:02:52 2021 GMT,http://bfki.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  6 06:25:43 2022 GMT,Jan  6 06:25:44 2022 GMT,http://bf-gs.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  6 06:25:43 2022 GMT,Jan  6 06:25:44 2022 GMT,http://горсть-счастья.рф,No error
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'AlphaSSL CA - SHA256 - G2']]]",Sep  5 18:13:43 2022 GMT,Aug  4 18:13:43 2021 GMT,http://eurasiandisability.org,No error
,,,http://ostrovok-priut.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1076)
,,,http://сильнеесебя.рф,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Mar  3 23:59:59 2022 GMT,Mar  3 00:00:00 2021 GMT,http://realhelptuva.ru,No error
,,,http://artguide.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'artguide.ru'. (_ssl.c:1076)"
,,,http://crki.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://tavrida-fest.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://tavrida-forum.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://tavridafest.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 16 14:54:58 2022 GMT,Oct 18 14:54:59 2021 GMT,http://www.gromyko.ru,No error
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",May 29 23:59:59 2022 GMT,Apr 28 00:00:00 2021 GMT,http://lifemedica.ru,No error
,,,http://добраятюмень.рф,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 31 06:32:13 2022 GMT,Dec 31 06:32:14 2021 GMT,http://spksvyaz.ru,No error
,,,http://excoursio.ru,timeout : timed out
,,,http://lookmoscow.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'lookmoscow.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 22 17:33:47 2022 GMT,Dec 22 17:33:48 2021 GMT,http://privatnalog.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 17 02:16:04 2022 GMT,Nov 19 02:16:05 2021 GMT,http://www.inclusive-dance.ru,No error
,,,http://dreamshuttle.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'dreamshuttle.ru'. (_ssl.c:1076)"
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'AlphaSSL CA - SHA256 - G2']]]",Sep 27 12:18:56 2022 GMT,Aug 26 12:18:56 2021 GMT,http://ftim.ru,No error
,,,http://комплаенс-платформа.рф,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'xn----7sbbaw2ahdeghhigftlw2b.xn--p1ai'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 31 08:10:50 2022 GMT,Nov  2 08:10:51 2021 GMT,http://avitafond.ru,No error
,,,http://орденмилосердия.рф,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  8 22:31:10 2022 GMT,Nov 10 22:31:11 2021 GMT,http://ontu.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  7 08:23:51 2022 GMT,Dec  7 08:23:52 2021 GMT,http://nocrb.ru,No error
,,,http://евразийскийноц.рф,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://ноцрб.рф,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://ikpzmi.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'ikpzmi.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  4 09:30:24 2022 GMT,Jan  4 09:30:25 2022 GMT,http://mkspasatel.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  5 08:31:39 2022 GMT,Dec  5 08:31:40 2021 GMT,http://пансионат-вера.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 31 05:50:08 2022 GMT,Dec 31 05:50:09 2021 GMT,http://fskating48.ru,No error
"[[['countryName', 'US']], [['organizationName', 'DigiCert Inc']], [['organizationalUnitName', 'www.digicert.com']], [['commonName', 'GeoTrust RSA CA 2018']]]",Jan 17 23:59:59 2022 GMT,Jan 11 00:00:00 2021 GMT,http://krsk2019.ru,No error
,,,http://volunteer24.ru,"gaierror : [Errno 8] nodename nor servname provided, or not known"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 31 22:05:27 2022 GMT,Dec 31 22:05:28 2021 GMT,http://xramts.ru,No error
,,,http://priziw.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'priziw.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 24 02:47:13 2022 GMT,Nov 26 02:47:14 2021 GMT,http://nb-kids.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 16 00:00:15 2022 GMT,Dec 16 00:00:16 2021 GMT,http://mbpenza.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 22 16:34:09 2022 GMT,Dec 22 16:34:10 2021 GMT,http://russkoerozhdestvo.ru,No error
,,,http://uralplays.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://55autoklass.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://save-the-bees.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'save-the-bees.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 25 14:44:40 2022 GMT,Dec 25 14:44:41 2021 GMT,http://dobrodely.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  4 21:15:43 2022 GMT,Jan  4 21:15:44 2022 GMT,http://shmotevfoundation.ru,No error
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Mar 10 23:59:59 2022 GMT,Dec 10 00:00:00 2021 GMT,http://newderyabiha.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  6 22:47:52 2022 GMT,Dec  6 22:47:53 2021 GMT,http://skobelevkom.ru,No error
