issuer,notAfter,notBefore,website,error
,,,http://занацинтересы.рф,SSLError : [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 28 03:16:34 2022 GMT,Nov 30 03:16:35 2021 GMT,http://pitershed.ru,No error
,,,http://gnarc.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  9 21:19:27 2022 GMT,Nov 11 21:19:28 2021 GMT,http://rest-in.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 25 04:01:49 2022 GMT,Nov 27 04:01:50 2021 GMT,http://idmrr.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  1 21:12:04 2022 GMT,Dec  1 21:12:05 2021 GMT,http://fond-sr.ru,No error
,,,http://shooting-vrn.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
,,,http://yalu-pravgimn.ortox.ru,timeout : timed out
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 26 08:31:10 2022 GMT,Nov 28 08:31:11 2021 GMT,http://богохранимая.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 26 09:00:49 2022 GMT,Nov 28 09:00:50 2021 GMT,http://николо-благовещенский.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 26 06:45:50 2022 GMT,Nov 28 06:45:51 2021 GMT,http://радостне.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 30 21:23:43 2022 GMT,Dec 30 21:23:44 2021 GMT,http://tatsyz.ru,No error
,,,http://spasenie-tver.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://opora-msbso.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://совет-солдатских-матерей.опоо.рф,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'xn-----7kcbgnffa0apgktud7bdeeogg2e.xn--n1aaac.xn--p1ai'. (_ssl.c:1076)"
,,,http://millennium-centre.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://muslimatdag.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'muslimatdag.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 25 00:56:25 2022 GMT,Dec 25 00:56:26 2021 GMT,http://yar24.ru,No error
,,,http://vremyasporta.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'vremyasporta.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 22 23:41:16 2022 GMT,Dec 22 23:41:17 2021 GMT,http://екатерина-подворье.рф,No error
"[[['countryName', 'GB']], [['stateOrProvinceName', 'Greater Manchester']], [['localityName', 'Salford']], [['organizationName', 'Sectigo Limited']], [['commonName', 'Sectigo RSA Domain Validation Secure Server CA']]]",Sep  1 23:59:59 2022 GMT,Sep  1 00:00:00 2021 GMT,http://ulmic.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 25 23:10:18 2022 GMT,Nov 27 23:10:19 2021 GMT,http://autotatarsk.ru,No error
,,,http://ufrb.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://faceruss.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://мяско24.рф,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'xn--24-1lchlq1h.xn--p1ai'. (_ssl.c:1076)"
,,,http://ochotniksevera.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'ochotniksevera.ru'. (_ssl.c:1076)"
,,,http://rostov-football.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
,,,http://reclamasovkusom.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'reclamasovkusom.ru'. (_ssl.c:1076)"
,,,http://shr-ekb.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'shr-ekb.ru'. (_ssl.c:1076)"
,,,http://www.oct2222.narod.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.oct2222.narod.ru'. (_ssl.c:1076)"
,,,http://amtg-rus.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://leofond.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://earlymusic.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 28 21:05:41 2022 GMT,Dec 28 21:05:42 2021 GMT,http://chamberoperafestival.ru,No error
,,,http://fondmas.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  6 11:35:26 2022 GMT,Nov  8 11:35:27 2021 GMT,http://театрпобеды.рф,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 26 06:45:13 2022 GMT,Oct 28 06:45:14 2021 GMT,http://fobr.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 11 04:07:27 2022 GMT,Nov 13 04:07:28 2021 GMT,http://deloros-tatar.ru,No error
,,,http://volonter16.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'volonter16.ru'. (_ssl.c:1076)"
,,,http://deloros58.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', 'DigiCert Inc']], [['organizationalUnitName', 'www.digicert.com']], [['commonName', 'Encryption Everywhere DV TLS CA - G1']]]",Jul  7 23:59:59 2022 GMT,Jul  7 00:00:00 2021 GMT,http://islamfund.ru,No error
"[[['countryName', 'US']], [['organizationName', 'Cloudflare, Inc.']], [['commonName', 'Cloudflare Inc ECC CA-3']]]",Jun 14 23:59:59 2022 GMT,Jun 15 00:00:00 2021 GMT,http://lsop.ru,No error
,,,http://planet-eco.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://memorialrk.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'memorialrk.ru'. (_ssl.c:1076)"
,,,http://1lider.ru,timeout : timed out
,,,http://tos-kommunar.ru,SSLError : [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 15 08:32:36 2022 GMT,Oct 17 08:32:37 2021 GMT,http://789.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 29 21:37:22 2022 GMT,Dec 29 21:37:23 2021 GMT,http://nou-centr.ru,No error
,,,http://trudsamara.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)
,,,http://www.uralectour.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://vdpo12.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'vdpo12.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  6 22:02:07 2022 GMT,Nov  8 22:02:08 2021 GMT,http://fondgkh.ru,No error
,,,http://ilyushihin-and-partners.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 19 02:54:03 2022 GMT,Dec 19 02:54:04 2021 GMT,http://petrograd-ka.ru,No error
,,,http://www.rostt.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.rostt.ru'. (_ssl.c:1076)"
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'GlobalSign GCC R3 DV TLS CA 2020']]]",Jun 30 08:53:48 2022 GMT,May 29 08:53:48 2021 GMT,http://cfcf.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 20 02:47:21 2022 GMT,Dec 20 02:47:22 2021 GMT,http://atomrun.ru,No error
,,,http://iimba.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://khcrodina.ru,ConnectionRefusedError : [Errno 61] Connection refused
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 30 06:21:19 2022 GMT,Nov  1 06:21:20 2021 GMT,http://ltpp.ru,No error
,,,http://hopefond.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'hopefond.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  3 08:56:30 2022 GMT,Jan  3 08:56:31 2022 GMT,http://vdnit.ru,No error
,,,http://dnp-lesnoe.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'dnp-lesnoe.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  4 06:06:08 2022 GMT,Jan  4 06:06:09 2022 GMT,http://hornmusic.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 18 04:07:11 2022 GMT,Oct 20 04:07:12 2021 GMT,http://umcsvot.ru,No error
,,,http://cioperm.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
,,,http://schoolfond.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://www.spbadv.ru,SSLError : [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 16 23:07:15 2022 GMT,Nov 18 23:07:16 2021 GMT,http://blago-vrn.ru,No error
,,,http://sod56.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'sod56.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  8 21:55:06 2022 GMT,Nov 10 21:55:07 2021 GMT,http://lamansh.ru,No error
,,,http://lazory.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
,,,http://irmsb.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'irmsb.ru'. (_ssl.c:1076)"
,,,http://aviamodelsu.ru,SSLError : [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1076)
,,,http://kazanfieldhockey.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 14 12:19:30 2022 GMT,Dec 14 12:19:31 2021 GMT,http://arhdrive.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 30 05:57:23 2022 GMT,Dec 30 05:57:24 2021 GMT,http://mosslalom.ru,No error
,,,http://planeta-future.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1076)
,,,http://hram-rgpu.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'hram-rgpu.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 22 04:54:31 2022 GMT,Dec 22 04:54:32 2021 GMT,http://dolevka.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Jan 17 12:07:45 2022 GMT,Oct 19 12:07:46 2021 GMT,http://nlmc.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  7 23:11:16 2022 GMT,Dec  7 23:11:17 2021 GMT,http://zabwomen.ru,No error
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'AlphaSSL CA - SHA256 - G2']]]",Jan 27 18:24:37 2023 GMT,Dec 26 18:24:37 2021 GMT,http://garmcentr.ru,No error
,,,http://бфмахеев.рф,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'xn--80abela3b3ck.xn--p1ai'. (_ssl.c:1076)"
,,,http://ttk-chelny.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  5 19:38:17 2022 GMT,Jan  5 19:38:18 2022 GMT,http://gosrf.ru,No error
,,,http://itf-rb.ru,ConnectionRefusedError : [Errno 61] Connection refused
,,,http://grand-unikun.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  7 12:23:47 2022 GMT,Nov  9 12:23:48 2021 GMT,http://zhensovet67.ru,No error
,,,http://winner61.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 26 19:58:50 2022 GMT,Nov 28 19:58:51 2021 GMT,http://vdvvoronezh.ru,No error
,,,http://flagdobra.ru,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'BE']], [['organizationName', 'GlobalSign nv-sa']], [['commonName', 'GlobalSign RSA OV SSL CA 2018']]]",Jul 13 07:17:48 2022 GMT,Jun 11 07:17:48 2021 GMT,http://dasi27.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 10 08:30:10 2022 GMT,Nov 12 08:30:11 2021 GMT,http://noupdnt.ru,No error
"[[['countryName', 'LV']], [['localityName', 'Riga']], [['organizationName', 'GoGetSSL']], [['commonName', 'GoGetSSL RSA DV CA']]]",Jun  9 23:59:59 2022 GMT,Jun  9 00:00:00 2021 GMT,http://studia-max.narod.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 20 18:42:40 2022 GMT,Nov 22 18:42:41 2021 GMT,http://vpcgranica.ru,No error
,,,http://союзмаштамбов.рф,SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 12 04:33:16 2022 GMT,Nov 14 04:33:17 2021 GMT,http://grbez59.ru,No error
"[[['countryName', 'US']], [['organizationName', 'DigiCert Inc']], [['organizationalUnitName', 'www.digicert.com']], [['commonName', 'Encryption Everywhere DV TLS CA - G1']]]",Mar 23 23:59:59 2022 GMT,Mar 23 00:00:00 2021 GMT,http://fondlider.ru,No error
,,,http://www.porsche.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.porsche.ru'. (_ssl.c:1076)"
"[[['countryName', 'US']], [['organizationName', 'DigiCert Inc']], [['organizationalUnitName', 'www.digicert.com']], [['commonName', 'Thawte TLS RSA CA G1']]]",Oct  9 23:59:59 2022 GMT,Oct  9 00:00:00 2021 GMT,http://rostovbeznarkotikov.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  6 15:49:44 2022 GMT,Nov  8 15:49:45 2021 GMT,http://dagmadrasa.ru,No error
,,,http://asstom-vologda.ru,SSLError : [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb  6 07:23:23 2022 GMT,Nov  8 07:23:24 2021 GMT,http://alppp.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  9 21:25:28 2022 GMT,Dec  9 21:25:29 2021 GMT,http://sunfund.ru,No error
"[[['countryName', 'US']], [['organizationName', 'DigiCert Inc']], [['organizationalUnitName', 'www.digicert.com']], [['commonName', 'Encryption Everywhere DV TLS CA - G1']]]",Apr 15 23:59:59 2022 GMT,Apr 15 00:00:00 2021 GMT,http://asprogaz.ru,No error
,,,http://тнпк.рф,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  4 15:48:10 2022 GMT,Dec  4 15:48:11 2021 GMT,http://ano901951.ru,No error
,,,http://tumgeo.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'tumgeo.ru'. (_ssl.c:1076)"
,,,http://redsquareauction.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar 21 06:16:25 2022 GMT,Dec 21 06:16:26 2021 GMT,http://ayurrso.ru,No error
,,,http://olymplife.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', 'Cloudflare, Inc.']], [['commonName', 'Cloudflare Inc ECC CA-3']]]",Jun 21 23:59:59 2022 GMT,Jun 22 00:00:00 2021 GMT,http://painrussia.ru,No error
,,,http://premiaprosvetitel.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Feb 15 13:06:04 2022 GMT,Nov 17 13:06:05 2021 GMT,http://dsshimki.ru,No error
,,,http://sdgi.ru,"SSLCertVerificationError : [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'sdgi.ru'. (_ssl.c:1076)"
,,,http://initiative12.ru,SSLError : [SSL: TLSV1_UNRECOGNIZED_NAME] tlsv1 unrecognized name (_ssl.c:1076)
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Mar  7 02:02:31 2022 GMT,Dec  7 02:02:32 2021 GMT,http://school-pravo33.ru,No error
"[[['countryName', 'US']], [['organizationName', ""Let's Encrypt""]], [['commonName', 'R3']]]",Apr  4 20:08:15 2022 GMT,Jan  4 20:08:16 2022 GMT,http://napksk.ru,No error
,,,http://rosnation.ru,SSLError : [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1076)
